objectid,description,identifier,latitude,longitude
7279,Franklin Rd & 38th St,10217,39.826331,-86.026842
9916,64th St & Spring Mill Rd,52542,39.872045,-86.16592
9684,30th St & Kristen Dr W,51925,39.811069,-86.076783
8121,16th St & Warman Ave,12096,39.787854,-86.20645
7985,Rural St & Michigan St,11851,39.773915,-86.11658
10289,Emerson Ave & Elenor St,53260,39.700251,-86.082413
10569,DTC-L,90011,39.766481,-86.153395
9175,Michigan Rd & Coil St,51018,39.874021,-86.20472
7822,College Ave & 19th St,11503,39.792333,-86.144667
8156,30th St & Cold Spring Rd,12206,39.809967,-86.202316
9998,Georgetown Rd & Country Brook Dr,52730,39.863794,-86.243196
10449,Washington St & Senate Ave,53605,39.767301,-86.163814
9953,Harcourt Rd & 75th Pl,52610,39.890984,-86.193445
9585,20th St & Dearborn St,51754,39.794268,-86.112413
10567,DTC-J,90009,39.766508,-86.154006
8745,Indiana Ave & Michigan St,50397,39.774514,-86.16545
7962,Keystone Ave & Willowbrook Pkwy,11822,39.842198,-86.122096
7593,10th St - 9150 E,10783,39.782053,-86.006625
9011,Washington St & Woodrow Ave,50800,39.7554,-86.241615
7910,Rural St & New York St,11751,39.771689,-86.116412
8046,16th St & Hall Pl,12000,39.788427,-86.160198
9790,52nd St & Crittenden Ave,52258,39.847575,-86.127958
8975,Washington St & Miley Ave,50756,39.766768,-86.192504
8214,Bayhead Dr & Hyannis Port Dr,12270,39.822172,-86.287646
7595,10th St & Bonar Ave,10785,39.782124,-86.001836
8586,46th St & Kenmore Rd,50076,39.840337,-86.058143
7306,38th St & Post Rd,10248,39.825957,-86.009533
7191,38th St & Graham Ave,10053,39.825514,-86.069103
8894,Washington St & Routiers Ave,50658,39.773629,-86.013596
10035,Zionsville Rd & 84th St,52775,39.90736,-86.259755
7878,Hanna Ave & Private Dr,11717,39.708684,-86.112388
7349,Eagle Creek Pkwy & Eagle Highlands Way,10329,39.82768,-86.283466
10438,English Ave & Villa Ave,53510,39.759784,-86.127361
7737,Cunningham Rd & Cadillac Dr,10964,39.7883,-86.258938
9971,White River Pkwy W Dr - 1151 N,52702,39.783602,-86.18896
8449,Virginia Ave & College Ave,12615,39.75787,-86.145759
8681,Indiana Ave & Montcalm St,50313,39.784646,-86.180009
8787,Sherman Dr - 2900 N,50466,39.80894,-86.102541
7377,38th St & Capitol Ave,10364,39.824754,-86.160622
7252,38th St & Lasalle St,10178,39.82529,-86.110089
8035,Thompson Rd & Bancroft St,11907,39.694512,-86.083629
8560,34th St & Illinois St,50027,39.817623,-86.1591
10239,Emerson Ave & Raymond St,53164,39.73877,-86.082577
9939,Illinois St - 5645 N,52582,39.856513,-86.159499
10346,Emerson Ave & Heathwood Dr,53335,39.645243,-86.082605
7996,English Ave & Parker Ave,11864,39.759952,-86.113899
8823,A J Brown Ave & 23rd St,50522,39.79973,-86.135611
10063,Georgetown Rd & 47th St,52803,39.841446,-86.241919
7764,10th St & Chapelwood Blvd,11001,39.779065,-86.293987
9216,Michigan Rd & International School,51065,39.836245,-86.1864
8713,35th St & Barnes Ave,50358,39.816305,-86.183024
9001,Washington St & Norfolk St,50782,39.751901,-86.253597
8572,42nd St & Brown Rd,50054,39.832984,-86.094268
8579,42nd St & Lesley Ave,50064,39.83301,-86.072526
10270,Main St & 17th Ave (Sherman Dr),53238,39.721511,-86.101109
8636,42nd St & Sherman Dr,50137,39.832934,-86.102547
8594,Rising Rd & Private Property,50088,39.861538,-86.004973
9783,Central Ave & 49th St,52242,39.842632,-86.149906
9115,Township Line Rd & Rue De Margot Dr,50948,39.884576,-86.203032
8657,Capitol Ave & North St,50189,39.775766,-86.161506
10250,Meridian St & Tabor St,53215,39.736352,-86.159073
9804,46th St & College Ave,52282,39.839687,-86.14574
8846,Washington St & Southeastern Ave,50605,39.766885,-86.139803
9412,Rural St & Brookside Pkwy S Dr,51412,39.78544,-86.116455
10407,Shortridge Rd - 400 S,53457,39.764579,-86.040539
9683,30th St & Ritter Ave,51924,39.811065,-86.073771
8533,College Ave & 86th St,14124,39.913503,-86.145738
7355,38th St - 5600 W,10335,39.823675,-86.25912
7817,Eskenazi Ave & Wishard Blvd,11067,39.777782,-86.182919
8219,34th St & Live Oak Rd,12275,39.816042,-86.278866
9704,30th St & Arsenal Ave,51956,39.810781,-86.13397
8814,25th St & Rural St,50506,39.803446,-86.116619
10291,Emerson Ave & Park Emerson Dr,53262,39.707452,-86.082445
9717,College Ave & 75th St,52028,39.890164,-86.145752
10359,Wilson Ave & Emerson Ave,53349,39.632938,-86.081768
10189,Madison Ave & Hoefgen St,53031,39.731234,-86.15387
10011,Allison Ave & 81st St,52745,39.900049,-86.250108
10113,Pennsylvania St & Merrill St,52901,39.758549,-86.156691
9211,MLK St & 12th St,51059,39.783209,-86.168476
9312,Michigan St & Riley Ave,51222,39.77493,-86.085854
9108,Michigan Rd & 62nd St,50937,39.867952,-86.201609
8054,16th St & Private Dr,12008,39.789335,-86.194196
8707,Clifton St & 33rd St,50352,39.813888,-86.180431
8423,Troy Ave & Keystone Ave,12577,39.723075,-86.120149
8843,Alabama St & Market St,50600,39.768685,-86.152679
9426,21st St & Arlington Ave,51439,39.796213,-86.06348
7746,10th St & Mount Auburn Dr,10978,39.779775,-86.263006
7302,38th St & Harvest Ave,10243,39.825847,-86.022592
9262,Arlington Ave & 24th St,51160,39.800938,-86.064411
8931,Washington St & Ridgeview Dr,50701,39.771546,-86.057312
8116,16th St & Berwick Ave,12091,39.787697,-86.218676
10042,79th St - 5045 W,52782,39.896559,-86.246475
9137,86th St & Township Line Rd,50973,39.911879,-86.202136
8903,Washington St - 10700 E,50669,39.775389,-85.977713
8462,Minnesota St & Renton St,12636,39.745151,-86.117584
7523,Central Ave & 19th St,10602,39.792332,-86.149571
10412,English Ave & Webster Ave,53463,39.761028,-86.062464
7169,42nd St & Burrwood Dr,10024,39.833628,-85.997261
8206,46th St & Mission Dr,12262,39.838268,-86.272019
8687,18th St & Harding St,50319,39.791198,-86.187046
7445,34th St & Edmondson Ave,10478,39.818393,-86.051034
9436,Shadeland Ave - 2560 N,51463,39.804764,-86.045779
9159,Michigan Rd & Vincennes Rd,50998,39.914805,-86.224369
9351,Michigan St & Somerset Ave,51283,39.773921,-86.221729
8798,Sherman Dr & 36th St,50478,39.821988,-86.102787
9612,29th St & Boulevard Pl,51830,39.80834,-86.16317
9535,Mitthoefer Rd & Heather Hills Rd,51679,39.793566,-85.990507
8632,42nd St & Berkshire Rd,50132,39.833048,-86.086414
7730,25th St - 6150 W,10957,39.801747,-86.267517
9936,Illinois St & 52nd St,52577,39.846652,-86.15939
9969,Westlane Rd & Ditch Rd,52627,39.886101,-86.184036
7254,38th St & Gale St,10181,39.825292,-86.105884
7856,College Ave & 24th St,11644,39.800725,-86.14485
8994,Washington St & Fleming St,50775,39.757111,-86.236607
7687,10th St & Luett Ave,10903,39.780476,-86.22403
9948,Hoover Rd & Oakwood Trail,52594,39.881858,-86.174422
9644,30th St & Hawthorne Ln,51877,39.810915,-86.079078
10319,Meridian St & Pleasant Run Pkwy S Dr,53297,39.730617,-86.158872
7843,Broad Ripple Ave & College Ave,11570,39.869765,-86.144766
9067,Washington St & Hoffman Rd,50881,39.737951,-86.298315
9114,Township Line Rd & Stockbridge Dr,50947,39.882773,-86.203025
10280,Emerson Ave & Lifegate Way,53251,39.713628,-86.082742
7451,30th St & Richardt Av,10484,39.811047,-86.035017
8621,Arlington Ave & 45th St,50117,39.839111,-86.065098
10434,English Ave & Trowbridge St,53506,39.759863,-86.119853
8207,46th St & Owls Nest Dr,12263,39.838096,-86.280685
9227,New York St & Hamilton Ave,51113,39.771123,-86.12558
10549,1100 West 86th St,86025,39.91232,-86.176087
9015,Washington St & Lyons Ave,50804,39.758126,-86.232792
8457,Minnesota St & State Ave,12631,39.745067,-86.130674
10188,Madison Ave & Southern Ave,53030,39.729544,-86.153769
8691,Harding St & 23rd St,50324,39.799289,-86.18752
7510,Sutherland Ave & A J Brown Ave,10582,39.816727,-86.135378
8217,Bayhead Dr & Hickory Ln,12273,39.816566,-86.287667
8981,Washington St & Warman Ave,50762,39.765307,-86.207078
9109,Michigan Rd & 63rd St,50938,39.869557,-86.20237
9557,21st St & Ritter Ave,51714,39.796342,-86.074645
7912,Rural St & North St,11753,39.775894,-86.1166
7855,College Ave & 25th St,11643,39.803256,-86.14486
8992,Washington St & Lyons Ave,50773,39.758316,-86.232726
8147,Woolco Ln & Shopping Center Dr - Kroger,12124,39.798685,-86.261262
8075,Parkwood Dr & 25th St,12035,39.801165,-86.264743
9892,Saint Vincent Women's Hospital,52508,39.904012,-86.20246
9313,Michigan St & Wallace Ave,51224,39.774898,-86.088718
9829,Castleton Corner Dr & 8330 N - CompUSA,52320,39.908791,-86.071419
10447,East St & Georgia St,53521,39.763973,-86.149088
10269,Troy Ave & Randolph St,53236,39.723067,-86.125581
10162,Madison Ave & South St,52998,39.66201,-86.125923
9767,Delaware St & 17th St,52211,39.790067,-86.153673
8962,Washington St & Summit St,50738,39.767321,-86.131695
9794,Kingsway Dr & Willowbrook Pkwy,52264,39.843093,-86.120816
8363,Sherman Dr & Woodcliff Dr,12505,39.734258,-86.101715
7804,Lynhurst Dr & 11th St,11054,39.781578,-86.250718
7725,High School Rd & Columbine Dr,10952,39.811901,-86.270143
8050,16th St & Montcalm St,12004,39.788725,-86.180263
10400,Shortridge Rd & English Ave,53447,39.762397,-86.040406
8311,Oliver Ave & Marion Ave,12418,39.758664,-86.180314
9485,Olney St & 22nd St,51616,39.798672,-86.107156
9127,Michigan Rd & Vincennes Rd,50963,39.91593,-86.224474
9788,52nd St & Rosslyn Ave,52254,39.847543,-86.133838
8443,Minnesota St & Draper St,12605,39.745081,-86.133199
7207,38th St & Parker Ave,10080,39.825396,-86.113301
7992,English Ave & Pleasant Run Pkwy S Dr,11859,39.760082,-86.104257
9194,MLK St & Crescent Ave,51040,39.817713,-86.177542
10039,Norfolk St - 8177 N,52779,39.902485,-86.25525
8205,High School Rd & Wixshire Dr,12261,39.835692,-86.270533
10444,Calvary St & Fletcher Ave,53517,39.759009,-86.141915
8596,Shadeland Ave & Fall Creek Rd,50091,39.86877,-86.045533
10542,82nd St & Statemans Dr,86018,39.905725,-86.088775
8334,Holt Rd & Ironton St,12443,39.729795,-86.225271
9182,Michigan Rd & 58th St,51028,39.859257,-86.197577
9650,16th St & Sheridan Ave,51886,39.788974,-86.06041
7796,Girls School Rd & St Clair St,11046,39.775838,-86.28925
9769,Delaware St & 20th St,52213,39.79377,-86.15372
10096,46th St & Cornelius Ave,52846,39.839546,-86.164937
7733,Cunningham Rd - 2200 N,10960,39.797561,-86.264676
7994,English Ave & Dearborn St,11862,39.759992,-86.110442
8847,Washington St & Highland Ave,50606,39.766902,-86.138245
9196,MLK St & 33rd St,51043,39.814194,-86.175871
9985,Lafayette Rd & Georgetown Rd,52717,39.829291,-86.240119
8872,Washington St & Emerson Ave,50635,39.770143,-86.082662
8573,42nd St & Arthington Blvd,50056,39.832988,-86.091
7865,Thompson Rd & 09th Ave,11702,39.694941,-86.091869
9915,64th St - Orchard School,52541,39.872022,-86.171257
8230,34th St & Georgetown Rd,12288,39.81661,-86.240181
8919,Washington St & Routiers Ave,50689,39.773853,-86.013006
9002,Washington St & Ingomar St,50783,39.75103,-86.256445
7789,10th St & Belleview Pl,11029,39.780654,-86.203267
9459,Rural St & 12th St,51501,39.783779,-86.116541
7478,34th St - 6700 E,10541,39.818416,-86.054872
8463,Minnesota St & Oxford St,12637,39.745177,-86.115176
7654,10th St & Lasalle St,10853,39.781459,-86.109477
9619,29th St & Central Ave,51840,39.808432,-86.149755
8141,Lynhurst Dr & 20th St,12117,39.792805,-86.250934
10355,Emerson Ave & Edgewood Ave,53344,39.681465,-86.082474
9862,52nd St & Keystone Ave,52382,39.84768,-86.122998
10572,DTC-O,90014,39.766258,-86.152815
8704,30th St & Elmira St,50339,39.810081,-86.185064
10480,46th Station SB,70010,39.839313,-86.14524
10081,Lafayette Rd - 1740 N,52821,39.790505,-86.201347
8587,46th St & Kitley Ave,50077,39.840341,-86.055234
7682,10th St & Goodlet Ave,10897,39.780655,-86.21177
10294,Emerson Ave & Churchman Ave,53265,39.716896,-86.082499
9472,Brookside Ave & 10th St,51600,39.781487,-86.137099
9955,Harcourt Rd & Harcourt Springs Blvd,52612,39.896128,-86.193431
9830,JC Penney  & Castleton Square,52321,39.907501,-86.068071
8440,Minnesota St & Barrington Ave,12601,39.745183,-86.119906
9640,30th St & Gladstone Ave,51870,39.810813,-86.096605
7757,Rockville Rd & Raceway Rd,10994,39.763835,-86.326568
9940,Illinois St & 59th St,52586,39.861086,-86.159568
7818,Eskenazi Ave & Wishard Blvd,11068,39.777808,-86.182818
7395,Alabama St & 21st St,10417,39.795728,-86.152307
10494,22nd Station SB,70024,39.796994,-86.157277
8171,Georgetown Rd & Thrush Dr,12224,39.813117,-86.239889
8104,22nd St & Shopping Center Dr - Kohl's,12073,39.79671,-86.257693
9415,Olney St & Brookside Pkwy S Dr,51416,39.78857,-86.106982
10233,Prospect St & State Ave,53157,39.752451,-86.130158
9489,21st St & Forest Manor Ave,51621,39.796089,-86.097741
7640,10th St & Hawthorne Ln,10836,39.781631,-86.078981
7827,College Ave & Watson Rd,11512,39.822983,-86.144965
10364,Calvary St & Fletcher Ave,53400,39.759073,-86.14167
9730,College Ave & 93rd St,52054,39.923594,-86.145928
7940,Keystone Ave & 65th St,11793,39.875784,-86.122037
7530,10th St & East St,10702,39.780765,-86.148576
10265,Troy Ave & Carson Ave,53232,39.722927,-86.137248
10257,Troy Ave & Meridian St,53224,39.722395,-86.158198
7516,30th St & Fall Creek Pkwy N Dr,10588,39.810476,-86.143415
10179,Madison Ave & National Ave,53021,39.711548,-86.144493
8305,Maryland St & Missouri St,12409,39.765684,-86.163749
9874,Central Ave & 42nd St,52409,39.832252,-86.14989
8995,Washington St & Edgehill Rd,50776,39.756366,-86.239059
7238,Meridian St & 11th St,10143,39.782155,-86.157447
8983,Washington St & Tibbs Ave,50764,39.764642,-86.212359
8339,Troy Ave & Mc Clure St,12448,39.720597,-86.226157
7525,Alabama St & Walnut St,10606,39.776831,-86.15242
9526,21st St & Lake Terrace dr,51670,39.796867,-85.994063
8933,Washington St & Webster Ave,50703,39.771288,-86.06212
9891,Township Line Rd - 8111 N,52507,39.903995,-86.203122
8375,Raymond St & Private Dr,12519,39.737731,-86.134163
7264,38th St & Emerson Ave,10196,39.825451,-86.082981
10525,Aiport Taxi Lot Non Public Stop,80001,39.702488,-86.309915
8822,A J Brown Ave & 24th St,50521,39.801531,-86.135623
9078,MLK St & 12th St,50902,39.78419,-86.168309
10427,English Ave & Drexal Ave,53498,39.760322,-86.089941
9500,21st St & Audubon Rd,51639,39.796261,-86.070428
8430,Southern Ave & 18th Ave,12585,39.730773,-86.102902
7726,High School Rd & 30th St,10953,39.809447,-86.270097
7512,Sutherland Ave & Guilford Ave,10584,39.815562,-86.139008
7376,38th St - 4945 W,10363,39.823824,-86.243043
8772,25th St & Sangster Ave,50445,39.803367,-86.128851
9567,21st St & Forest Manor Ave,51731,39.796199,-86.097539
8857,Washington St & Oakland Ave,50620,39.76855,-86.11329
9729,96th St & Pennsylvania St,52051,39.926971,-86.155141
8306,Kentucky Ave & West St,12412,39.761005,-86.168475
7232,Meridian St & Vermont St,10129,39.772487,-86.157925
9699,30th St & Keystone Ave,51949,39.810812,-86.121216
9381,Michigan St & King Ave,51324,39.774581,-86.204016
9745,86th St & Monon Trail,52080,39.912622,-86.136526
10453,Post Rd & 12th St,54003,39.784329,-86.009223
9286,Arlington Ave & 32nd St,51190,39.815451,-86.06478
9643,30th St & Aluminum Dr,51876,39.810857,-86.088194
9988,Georgetown Rd & Lafayette Rd,52720,39.834512,-86.244664
7708,High School Rd & Hollister Dr,10933,39.807302,-86.269897
7988,Sherman St & Stanton Ave,11855,39.765309,-86.102134
9423,16th St & Leland Ave,51434,39.788843,-86.082556
8752,Ohio St & Alabama St,50404,39.76975,-86.152039
10156,Madison Ave - 8213 S,52991,39.64684,-86.120798
8510,US 31 & Hickory Ln,12966,39.658296,-86.142791
8303,Kentucky Ave & West St,12406,39.761371,-86.167706
7908,Sherman Dr & Pleasant Run Pkwy N Dr,11749,39.763881,-86.102033
7974,Keystone Ave & 28th St,11837,39.807212,-86.121659
9123,Michigan Rd & Double Tree Blvd,50959,39.905291,-86.219583
8640,Meadows Dr & Adams St,50141,39.829799,-86.110368
8155,Clifton St & Udell St,12205,39.807219,-86.180422
9852,Allisonville Rd & 79th St,52372,39.898477,-86.082254
9467,East St & New York St,51511,39.771257,-86.148901
10401,Shortridge Rd & Kickapoo Trail,53449,39.765881,-86.04044
7867,09th Ave & Biloxi Ln,11704,39.698391,-86.091891
7860,College Ave & 16th St,11651,39.788217,-86.144838
7178,42nd St & Arborcrest Dr,10037,39.83334,-86.023029
10576,DTC-S,90018,39.766288,-86.154089
7194,38th St & Butler Ave,10060,39.825546,-86.080137
7801,10th St & Pleasant Run Pkwy S Dr,11051,39.781758,-86.054929
9973,White River Pkwy W Dr & Pershing Ave,52704,39.786992,-86.199245
9834,Clearvista Way & Clearvista Dr,52325,39.900905,-86.044188
7202,38th St & Chester Ave,10072,39.825424,-86.100089
9795,Willowbrook Pkwy & Forum Cir,52265,39.842299,-86.11939
8908,Washington St & Monroe St,50675,39.776075,-85.96727
9843,82nd St & Clearvista Pkwy,52334,39.905261,-86.040073
7199,38th St & Linwood Ave,10068,39.825522,-86.093581
9890,Township Line Rd & Plaza Dr,52506,39.906137,-86.203125
8189,Bayhead Dr & Causeway Dr,12243,39.819153,-86.28753
8393,East St & Iowa St,12543,39.743713,-86.149491
8089,Moller Rd & 43rd St,12051,39.832992,-86.256294
9959,Hoover Rd & Century Way,52617,39.903049,-86.193463
8256,Kentucky Ave & High School Rd,12355,39.693373,-86.270322
9106,Michigan Rd & Fox Hill Dr,50935,39.86483,-86.200096
9615,29th St & Meridian St,51834,39.808314,-86.157033
8253,Gatwick Dr & Decatur Blvd,12351,39.69026,-86.284988
9616,29th St & Talbott St,51836,39.808278,-86.154453
8849,Washington St & Summit St,50609,39.767204,-86.131658
8669,Post Rd & 56th ST,50205,39.853959,-86.010527
7411,Sutherland Ave & 34th St,10436,39.817908,-86.134567
8347,Lynhurst Dr & Seerley Creek Rd,12456,39.718345,-86.250387
7319,38th St & Coliseum Ave,10266,39.825344,-86.137416
7432,34th St & Euclid Ave,10461,39.818245,-86.092703
10482,42nd Station SB,70012,39.83253,-86.145164
8283,Morris St - 3100 W,12385,39.750339,-86.211869
10436,English Ave & Saint Paul St,53508,39.759814,-86.123798
7642,10th St & Emerson Ave,10839,39.781603,-86.082987
9889,Township Line Rd & Summer Dr,52505,39.90883,-86.203117
10186,Madison Ave & Yoke St,53028,39.726453,-86.152233
7718,Glenarm Dr & Gateway Dr,10943,39.827796,-86.273921
7382,Delaware St & New York St,10401,39.771042,-86.154254
7508,34th St & Hovey St,10580,39.818125,-86.132471
9315,Michigan St & Euclid Ave,51226,39.774849,-86.093741
8503,County Line Rd & Shelby St,12959,39.635561,-86.138992
8144,Lynhurst Dr & 16th St,12120,39.787749,-86.250681
9173,Township Line Rd & 69th St,51014,39.879628,-86.205206
8952,Washington St & Lasalle St,50725,39.768935,-86.109393
10218,Emerson Ave & Calhoun St,53132,39.740689,-86.082684
7978,Rural St & Brookside Ave,11842,39.792346,-86.116657
7469,30th St & Enterprise St,10532,39.811217,-86.031426
7874,Sherman Dr & Wilderness Trail,11712,39.705061,-86.103504
8723,Harding St & 28th St,50370,39.806654,-86.187729
7991,English Ave & Sherman Dr,11858,39.760107,-86.102582
9121,Michigan Rd & 79th St,50955,39.896433,-86.215281
7638,Ritter Ave & 10th St,10834,39.782169,-86.073825
8813,25th St & Wheeler St,50504,39.803454,-86.113772
8254,Ameriplex & Tempelhof Dr,12352,39.688781,-86.289861
9806,46th St & Indianola Ave,52291,39.840151,-86.13694
9336,Michigan St & Blackford St,51258,39.774451,-86.169825
8833,Central Ave & 16th St,50539,39.788203,-86.149525
7676,10th St & Mount St,10891,39.780773,-86.201809
10503,9th Station NB,70033,39.778997,-86.161186
10008,79th St & Georgetown Rd,52742,39.896772,-86.241633
7807,Lynhurst Dr & 14th St,11057,39.784955,-86.250618
8244,30th St & Kessler Blvd N Dr,12305,39.809694,-86.211398
9292,Arlington Ave & 25th St,51196,39.803361,-86.064671
8785,Sherman Dr & 26th St,50464,39.805366,-86.102458
8293,Division St & Morris St,12395,39.752274,-86.183161
7943,Keystone Ave & 71st St,11796,39.883075,-86.121985
8483,Fletcher Ave & College Ave,12903,39.76113,-86.146049
8333,Holt Rd & Bradbury Ave,12442,39.731327,-86.225294
10520,Troy Station SB,70050,39.722231,-86.139593
8077,Meadowood Dr & Schoolwood Dr,12037,39.804069,-86.262177
9906,Westlane Rd & Grandview Dr,52523,39.88525,-86.188872
9548,21st St & Skyway Dr,51694,39.796689,-86.02094
7186,38th St & Massachusetts Ave,10048,39.825794,-86.048675
8500,US 31 & Stop 13 Rd,12955,39.637881,-86.128671
8984,Washington St & Tibbs Ave,50765,39.764024,-86.214318
8703,30th St & Barnes Ave,50338,39.810105,-86.182682
7303,38th St & Alsace Dr,10244,39.825861,-86.020573
8836,Massachusetts Ave & New Jersey St,50546,39.774232,-86.150259
9210,MLK St & Drake St,51058,39.784302,-86.16847
9512,Wellesley Blvd & Wellesley Ln,51656,39.790653,-86.029553
8136,16th St & MLK St,12112,39.788357,-86.168937
8853,Washington St & Koweba Ln,50614,39.767784,-86.12369
7401,College Ave & 24th St,10424,39.801167,-86.144729
7334,38th St & Gemco Ln,10314,39.824042,-86.24678
10486,Meridian/38th Station SB,70016,39.824486,-86.156914
10164,Madison Ave & Tulip Dr,53000,39.667372,-86.127891
10006,Georgetown Rd - 7575 N,52738,39.888232,-86.242802
8391,East St & Orange St,12540,39.749712,-86.149544
9071,Harding Street & Washington Street,50885,39.766736,-86.187396
10429,English Ave & Kingbridge St,53500,39.760217,-86.095362
7276,38th St & Kercheval Dr,10213,39.825678,-86.040386
9491,21st St & Linwood Ave,51624,39.796123,-86.093574
8617,46th St & Brookhaven Dr,50113,39.840426,-86.051986
8034,Thompson Rd & Red Robin Dr,11905,39.6945,-86.085364
8474,Virginia & New Jersey,12656,39.762357,-86.150721
7921,Keystone Ave & 28th St,11763,39.807311,-86.121524
8753,Massachusetts Ave & Park Ave,50409,39.776309,-86.147246
7999,Hoyt Ave & Leeds Ave,11867,39.757566,-86.118053
8946,Washington St & Gladstone Ave,50719,39.769574,-86.096391
10082,Lafayette Rd & 16th St,52822,39.788604,-86.200232
10286,4915 S Emerson Ave & Elenor - Walmart,53257,39.695502,-86.082544
8942,Washington St & Dequincy St,50714,39.770036,-86.087251
8386,East St & McCarty Ct,12533,39.756131,-86.149418
9537,Mitthoefer Rd & Hawkins Ct,51682,39.799157,-85.990654
7236,Meridian St & North St,10139,39.775857,-86.157678
9706,30th St & Winthrop Ave,51958,39.810712,-86.13875
10478,52nd Station SB,70008,39.845826,-86.145785
8233,Georgetown Rd & Patricia St,12291,39.811195,-86.239958
8905,Washington St & German Church Rd,50671,39.775728,-85.970997
8980,Washington St & Holmes Ave,50761,39.765548,-86.204786
7337,38th St & Moller Rd,10317,39.82391,-86.257164
8491,US 31 & Edgewood Ave,12945,39.679239,-86.149173
10165,Madison Ave & Maynard Ave,53001,39.669626,-86.12862
9792,52nd St & Tacoma Ave,52262,39.847551,-86.120611
9496,21st St & Spencer Ave,51633,39.796179,-86.0811
7269,38th St & Bolton Ave,10206,39.825404,-86.066699
10451,Post Rd & Michigan St,54001,39.779272,-86.009223
9751,College Ave & Forest Blvd,52088,39.9009,-86.145888
8429,Albany St & 18th Ave,12584,39.723332,-86.103065
10443,English Ave & Shelby St,53516,39.759707,-86.13969
8329,Holt Rd & Morris St,12438,39.749355,-86.22539
8069,16th St & Winton Ave,12026,39.787393,-86.247319
7955,Keystone Ave & 63rd St,11810,39.870059,-86.12232
8312,Division St & Oliver Ave,12419,39.758172,-86.182981
10473,Broad Ripple Station NB,70003,39.869462,-86.146083
8326,Morris St & Centennial St,12435,39.75033,-86.214266
8875,Washington St & Irvington Ave,50638,39.770483,-86.075909
7418,34th St & Keystone Ave,10444,39.818074,-86.121175
10118,Madison Ave & Troy Ave,52911,39.722911,-86.150598
9786,52nd St & Crestview Ave,52251,39.847539,-86.13829
7515,Sutherland Ave & 30th St,10587,39.811021,-86.141682
9779,Central Ave & 40th St,52233,39.828522,-86.149746
8426,Albany St & 25th Ave,12580,39.723237,-86.111561
9714,College Ave & 70th St,52025,39.88105,-86.145781
9703,30th St & Hovey St,51955,39.810776,-86.132475
10501,14th Station NB,70031,39.786214,-86.161168
7980,Rural St & Brookside Pkwy N Dr,11846,39.787529,-86.116586
8203,High School Rd & Commons Dr,12259,39.83211,-86.270434
7732,Parkwood Dr- Speedway Center,10959,39.800097,-86.264794
7905,English Ave & Pleasant Run Pkwy N Dr,11746,39.759936,-86.105867
9637,30th St & Station St,51865,39.810715,-86.104323
8575,42nd St & Stonecrest Ct,50059,39.833037,-86.08506
8248,27th St & Clifton Sr,12311,39.805519,-86.179972
7647,10th St & Euclid Ave,10846,39.781534,-86.094448
8154,27th St & Clifton St,12204,39.805557,-86.180061
9024,Washington St & Hancock St,50813,39.764919,-86.209494
8100,Meadowwood Dr & Private Dr,12069,39.803759,-86.258462
7919,Keystone Ave & 25th St,11761,39.803259,-86.121483
10518,Garfield Park Station SB,70048,39.730676,-86.139681
9301,10th St & Campbell Ave,51209,39.781579,-86.065791
8796,Sherman Dr - 3850 N,50476,39.826627,-86.10282
9924,Illinois St & 49th St,52555,39.842935,-86.159452
8916,Washington St - 9400 E,50684,39.774413,-86.00187
9149,86th St & Lake Circle Dr,50985,39.911965,-86.209477
8369,Raymond St & Churchman Ave,12511,39.737834,-86.11935
9604,Cold Spring Rd - 2650 N,51820,39.804769,-86.203137
9768,Delaware St & 19th St,52212,39.792532,-86.153694
8974,Washington St & Koehne St,50754,39.767213,-86.188122
7472,30th St & Shadeland Ave,10535,39.811164,-86.045387
10417,Audubon Rd & Irving Ct,53470,39.765948,-86.070243
8583,Arlington Ave & Williamsburg Ct,50071,39.836951,-86.064865
8321,Morris St & Tremont St,12429,39.750874,-86.201193
7656,10th St & Parker Ave,10855,39.781437,-86.11365
7174,42nd St & Post Rd,10030,39.833476,-86.009627
9452,16th St & Denny St,51493,39.788817,-86.100564
9205,MLK St & 21st St,51053,39.795338,-86.169002
7840,Broad Ripple Ave & Norwaldo Ave,11563,39.868711,-86.129247
9168,Michigan Rd & Hiland Dr,51009,39.88787,-86.211375
10041,Allison Ave & 79th St,52781,39.897037,-86.250175
10031,Zionsville Rd & 76th St,52770,39.890622,-86.259739
10223,Southeastern Ave & Grant Ave,53145,39.752123,-86.096841
9897,Harcourt Rd & Century Way,52513,39.903342,-86.1936
9695,30th St & Dearborn St,51943,39.810816,-86.111837
10114,Madison Ave & McCarty St,52902,39.75696,-86.156498
9170,Township Line Rd & Westlane Rd,51011,39.885765,-86.203116
7782,10th St & Tibbs Ave,11022,39.780475,-86.216295
7553,10th St & Bosart Ave,10731,39.781477,-86.090736
10105,Westfield Blvd & Meridian St,52855,39.858986,-86.156949
8088,Moller Way & Moller Rd,12049,39.830073,-86.255267
7231,Meridian St & North St,10127,39.775716,-86.157852
9976,Lafayette Rd & 21st St,52707,39.79545,-86.205745
7599,Mitthoefer Rd & 10th St,10790,39.781544,-85.990479
7701,Cunningham Rd & Augusta Dr N,10925,39.796073,-86.263158
7925,Keystone Ave & 34th St,11767,39.818687,-86.121621
7468,30th St & Huber St,10531,39.811145,-86.03007
