objectid,description,identifier,latitude,longitude
9388,Pleasant Run Pkwy N Dr & Bolton Ave,51342,39.776183,-86.06709
7166,Mitthoefer Rd & Montery Rd,10021,39.830719,-85.991094
9220,New York St & College Ave,51103,39.771001,-86.145754
7584,10th St & Payton Ave,10772,39.781854,-86.032972
8484,Fletcher Ave & Pine St,12904,39.76019,-86.144299
8452,Virginia Ave & Woodlawn Ave,12621,39.753323,-86.141222
7184,38th St & Elmhurst Dr,10046,39.825851,-86.043039
9291,Arlington Ave & 26th St,51195,39.805184,-86.064689
8197,High School Rd & Wixshire Dr,12252,39.836268,-86.270691
8435,Perkins Ave & Wade St,12591,39.734296,-86.111301
8266,Troy Ave & Taft Ave,12365,39.720253,-86.235994
10551,86th St & Michigan Rd,86027,39.911786,-86.22125
9157,Depauw Blvd & Wesleyan Rd,50993,39.920357,-86.224628
9119,Michigan Rd & 76th St,50953,39.889772,-86.21212
8606,7200 E Clearvista Way - Community Hosp North,50101,39.902061,-86.040565
8800,Sherman Dr & 34th St,50480,39.817848,-86.102754
10094,49th St & Sunset Ave,52844,39.842648,-86.168813
8348,Lynhurst Dr & Sumner Ave,12457,39.713969,-86.250364
9731,College Ave & 91st St,52055,39.920772,-86.145948
7983,Rural St & Saint Clair Ct,11849,39.77784,-86.116698
9414,Nowland Ave & Tuxedo St,51415,39.786587,-86.108599
9847,Perimeter Rd & Knue Rd - Sears Store,52339,39.90661,-86.061315
7459,Mitthoefer Rd & 25th St,10496,39.805265,-85.990775
7253,38th St & Adams St,10179,39.825293,-86.108491
9646,30th St & Layman Ave,51879,39.810917,-86.073009
8227,34th St & Watergate Rd,12284,39.816523,-86.250497
7862,College Ave & 10th St,11656,39.781213,-86.145064
9686,30th St & Ribble Rd,51927,39.811029,-86.087768
7214,38th St & Orchard Ave,10088,39.82551,-86.128655
10224,Prospect St & Southeastern Ave,53146,39.752827,-86.098897
8413,Sherman Dr & Woodcliff Dr,12565,39.734301,-86.101868
7989,Sherman Dr & Pleasant Run Pkwy N Dr,11856,39.763596,-86.10212
9221,New York St & Davidson St,51104,39.770965,-86.143652
7381,Delaware St & Market St,10400,39.768777,-86.154341
7565,16th St & Lesley Ave,10747,39.788897,-86.071552
9435,Shadeland Ave & 30th St,51462,39.810545,-86.045914
7841,Broad Ripple Ave & Primrose Ave,11565,39.868689,-86.132721
8475,Minnesota St & Renton St,12657,39.745271,-86.117108
9246,Pleasant Run Pkwy N Dr & Pleasant Run Pkwy S Dr,51137,39.775136,-86.076687
8680,Indiana Ave & Milburn St,50312,39.783038,-86.178182
9080,MLK St & 16th St,50905,39.787564,-86.16833
8486,East St & Edwards Ave,12940,39.705462,-86.149058
8949,Washington St & Sherman Dr,50722,39.769285,-86.101868
8556,Illinois St & 29th St,50022,39.808572,-86.158989
7755,Rockville Rd & Girls School Rd,10987,39.764398,-86.29031
7713,High School Rd & 35th Pl,10938,39.818163,-86.270109
8969,Washington St & East St,50745,39.766955,-86.148792
9690,30th St & Chester Ave,51935,39.810837,-86.099787
10425,Emerson Ave & English Ave,53480,39.760582,-86.083085
10308,Troy Ave & Carson Ave,53285,39.723034,-86.138312
7601,E Washington St & German Church Rd - Marsh,10792,39.774931,-85.972157
7716,High School Rd & Shopping Center Dr - Home Depot,10941,39.825243,-86.270228
10296,Main St & 04th Ave,53267,39.721814,-86.08609
7603,Mitthoefer Rd & Michigan St,10794,39.77867,-85.990469
10112,Pennsylvania St & South St,52900,39.76085,-86.156636
8782,25th St & Gale St,50461,39.803374,-86.105848
10563,DTC-E,90005,39.766572,-86.15408
10128,Madison Ave & Dudley Ave,52927,39.685025,-86.134013
8611,Shadeland Ave & 77th St,50106,39.894472,-86.046194
7333,38th St & Private Dr,10313,39.824047,-86.244661
8689,Harding St & 21st ST,50321,39.795284,-86.18744
10368,English Ave & Villa Ave,53404,39.759678,-86.127684
9855,Allisonville Rd & 72nd St,52375,39.884575,-86.089201
9287,Arlington Ave & 31st St,51191,39.813054,-86.064745
8625,Arlington Ave & 42nd St,50122,39.83331,-86.065018
8414,Sherman Dr & Southern Ave,12566,39.731304,-86.101842
10408,Shortridge Rd & English Ave,53458,39.761828,-86.040489
9408,Massachusetts Ave & Edison Ave,51407,39.778066,-86.144551
7388,Alabama St & Puryear St,10410,39.780846,-86.152088
9203,MLK St & 23rd St,51051,39.799319,-86.169643
9963,8450 Harcourt Rd - St Vincent Hospital,52621,39.909542,-86.193855
7296,Mitthoefer Rd & 38th St,10237,39.826957,-85.991191
9438,21st St & Shadeland Ave,51465,39.796484,-86.046495
8602,Shadeland Ave & 77th St,50097,39.894129,-86.046025
8128,16th St & Indiana Ave,12103,39.788645,-86.184027
9268,Arlington Ave & 31st St,51166,39.813346,-86.06459
8651,Capitol Ave & 18th St,50178,39.790398,-86.161564
8883,Washington St & Kitley Ave,50646,39.771578,-86.05421
7179,Franklin Rd & 42nd St,10038,39.832677,-86.027156
10430,English Ave & Grant Ave,53501,39.760176,-86.097442
10399,6900 E English Ave,53446,39.761272,-86.047785
7455,30th St & Private Dr,10488,39.811182,-86.02415
8202,High SChool Rd & Gateway Dr,12258,39.829044,-86.27035
8332,Holt Rd & Sam Jones Expressway,12441,39.73489,-86.225369
9058,Washington St & Dukane Way,50855,39.746138,-86.271774
8328,Morris St - 3750 W,12437,39.750048,-86.222917
7775,10th St & Main St,11012,39.780085,-86.241198
8943,Washington St & Bosart Ave,50716,39.769891,-86.090064
8649,Capitol Ave & 24th St,50172,39.800004,-86.161429
8950,Washington St & Kealing Ave,50723,39.76922,-86.103689
10216,Southeastern Ave & Temperance Ave,53118,39.749844,-86.09268
10054,Georgetown Rd & Oakbrook Rd,52794,39.864002,-86.243451
10026,74th St & Woodland Dr,52761,39.887328,-86.266752
7692,10th St & Winton Ave,10909,39.780127,-86.243899
9825,Allisonville Rd & 81st St,52316,39.901962,-86.080307
9917,Spring Mill Rd & 63rd St,52543,39.869068,-86.165072
8972,Washington St & White River Pkwy W Dr,50752,39.764639,-86.176975
10541,82nd St & Allison Pointe Blvd,86017,39.905102,-86.082718
10142,Madison Ave & Winchester Dr,52944,39.6488,-86.121656
9766,Delaware St & 16th St,52210,39.787833,-86.153949
8769,A J Brown Ave & 24th St,50441,39.801235,-86.135472
7938,Keystone Ave & 62nd St,11790,39.869384,-86.122123
7386,Alabama St & Saint Clair Ct,10407,39.777768,-86.152181
9838,7129 E 75th St at Shadeland,52329,39.890624,-86.043393
10481,46th Station NB,70011,39.839451,-86.145158
10044,Georgetown Rd & 79th St,52784,39.894556,-86.241173
8285,Morris St - 2920 W,12387,39.750454,-86.208961
8895,Washington St & Post Rd,50659,39.773791,-86.009907
10187,Madison Ave & Nelson Ave,53029,39.727733,-86.152853
9085,MLK St & 23rd St,50910,39.799278,-86.169462
8094,Moller Rd & Dunk Dr,12063,39.820256,-86.256157
7520,Central Ave & Fall Creek Pkwy N Dr,10595,39.806368,-86.149641
7423,34th St & Dearborn St,10450,39.8181,-86.112364
10461,Post Rd & Briergate Ct,54011,39.809384,-86.009561
8204,High School Rd & Wedgewood Way,12260,39.833604,-86.270458
10507,Statehouse Station NB,70037,39.767704,-86.161613
9521,21st St & Galeston Dr,51665,39.796647,-86.007398
8987,Washington St & Rochester Ave,50768,39.762077,-86.220762
8324,Morris St - 2920 W,12432,39.750574,-86.208595
8802,Sherman Dr & 33rd St,50482,39.81513,-86.102723
10420,University Ave & Downey Ave,53473,39.766526,-86.076116
9515,Wellesley Blvd - 2000 N,51659,39.794995,-86.032284
8780,25th St & Adams St,50459,39.803397,-86.109379
8801,Sherman Dr & Irwin Rd,50481,39.81639,-86.102741
8654,Capitol Ave & 12th St,50183,39.783322,-86.161329
7577,10th St - 6900 E,10761,39.781724,-86.047058
7338,38th St & Bennett Dr,10318,39.823864,-86.260696
9975,Lafayette Rd & Cold Spring Rd,52706,39.792858,-86.203034
9218,New York St & New Jersey St,51101,39.771139,-86.150878
7541,10th St & Temple Ave,10716,39.7813,-86.118667
10387,University Ave & Atherton S Dr,53430,39.766002,-86.0821
9226,New York St & Randolph St,51110,39.771065,-86.128486
7286,42nd St & Post Rd,10227,39.833301,-86.010588
10068,3950 Lafayette Rd - Lafayette Sq,52808,39.827331,-86.238433
8396,Raymond St & East St,12546,39.737088,-86.148997
9894,Township Line Rd & Summer Dr,52510,39.908237,-86.202984
8861,Washington St & Kealing Ave,50624,39.769065,-86.104026
7664,10th St & Arsenal Ave,10865,39.781362,-86.132764
10402,Shortridge Rd & Taos Trail,53451,39.768247,-86.040463
9937,Illinois St & 54th St,52579,39.850303,-86.159451
9390,Michigan St & Porto Alegre St,51344,39.77553,-86.187081
9748,College Ave & 84th St,52084,39.909124,-86.145888
9297,Arlington Ave & 20th St,51201,39.794958,-86.064491
8336,Holt Rd & Gadsden St,12445,39.726224,-86.22525
9759,Delaware St & North St,52200,39.775715,-86.154059
9107,Michigan Rd & Fox Hill Ct,50936,39.866229,-86.200783
9054,Washington St & Western Dr,50851,39.74195,-86.285544
8225,34th St & Moller Rd,12282,39.816444,-86.255374
7159,38th St & Post Rd - Northeastwood,10012,39.826156,-86.01193
9760,Delaware St & Ft Wayne Ave,52201,39.77716,-86.154005
8360,17th Ave & Buffalo St,12502,39.725034,-86.10166
9856,Allisonville Rd & 71st St,52376,39.882644,-86.090154
9198,MLK St & 29th St,51045,39.808451,-86.173138
8911,Washington St - 10600 E,50679,39.775538,-85.97934
8318,Morris St & Kappes St,12426,39.751131,-86.194253
7979,Rural St & 17th St,11844,39.789733,-86.116619
8604,Clearvista Dr & Shadeland Ave,50099,39.900664,-86.045655
7847,Rural St & Kessler Blvd E Dr,11595,39.86255,-86.117575
9572,Olney St & 21st St,51737,39.796245,-86.107184
9359,Vermont St & Lynhurst Dr,51293,39.772544,-86.249948
7446,34th St & Shadeland Ave,10479,39.818392,-86.046427
9668,16th St & Sheridan Ave,51906,39.789033,-86.060703
9549,21st St & Brentford Dr,51695,39.79668,-86.022908
8815,25th St & Temple Ave,50508,39.803456,-86.118997
7836,62nd St & Temple Ave,11557,39.868779,-86.11883
7695,16th St & Norfolk St,10919,39.787269,-86.253926
10024,Zionsville Rd & 74th St,52759,39.887451,-86.260474
7335,38th St & Private Dr,10315,39.823989,-86.250678
8505,Shelby St & Stop 12 Rd,12961,39.642664,-86.139417
9848,Castleton Corner Dr & 85th St,52340,39.911079,-86.072598
7270,38th St & Arlington Ave,10207,39.825453,-86.064247
10470,Harding - 200S,55003,39.765004,-86.187343
9475,Hamilton Ave & Massachusetts Ave,51604,39.78785,-86.127659
7437,34th St & Butler Ave,10470,39.818345,-86.080354
9439,21st St & Edmondson Ave,51467,39.796464,-86.050124
9930,Illinois St & 38th St,52565,39.825193,-86.159293
10170,Madison Ave & Brunswick Ave,53007,39.681291,-86.132563
8165,30th St & Eagledale Dr,12217,39.809619,-86.22764
10297,Main St & 06th Ave,53269,39.721747,-86.088411
9373,Michigan St & Rybolt Ave,51311,39.773722,-86.232187
7438,34th St & Downey Ave,10471,39.818329,-86.077873
9632,30th St - 3000 E,51859,39.810735,-86.114887
9305,Pleasant Run Pkwy N Dr & Campbell Ave,51213,39.776245,-86.065806
10353,Emerson Ave & Silver Creek Dr,53342,39.671486,-86.082503
9032,Washington St & Harding St,50822,39.767046,-86.188035
8810,25th St & Adams St,50491,39.80344,-86.1095
7596,10th St & Delbrick Ln,10786,39.782151,-85.999046
10466,Mitthoefer Rd & Washington St,54016,39.776971,-85.990475
7277,38th St & Richardt St,10215,39.825671,-86.036587
9037,Washington St & Auburn St,50831,39.754823,-86.243456
9700,30th St & Caroline Ave,51950,39.810789,-86.125139
9581,Hamilton Ave & Massachusetts Ave,51749,39.787916,-86.127713
9505,21st St - 7350 E,51647,39.796354,-86.038437
9454,Olney St & Brookside Pkwy S Dr,51496,39.788383,-86.107077
9752,College Ave & 78th St,52089,39.896782,-86.145884
9094,MLK St & 34th St,50920,39.815533,-86.176354
9705,30th St & A J Brown Ave,51957,39.810764,-86.135401
7576,10th St & Edmondson Ave,10760,39.781719,-86.050235
10133,Madison Ave & Maynard Dr,52934,39.669855,-86.128899
8528,College Ave & Lake Nora W Dr,14119,39.917901,-86.145785
10038,Norfolk St & 84th St,52778,39.906318,-86.255244
10393,Beechwood Ave & Good Ave,53439,39.763182,-86.066876
7872,Redfern Dr & Sherman Dr,11710,39.700739,-86.101316
10198,Madison Ave & Yoke St,53048,39.726053,-86.152187
7487,34th St & Wallace Ave,10553,39.818383,-86.088774
8392,East St & Lincoln St,12542,39.745734,-86.14953
9326,Michigan St & Jefferson Ave,51244,39.774456,-86.123599
8135,16th St & Senate Ave,12110,39.788318,-86.163389
8998,Washington St - 5250 W,50779,39.754122,-86.246388
7964,Keystone Ave & Duke St,11824,39.837606,-86.122045
9733,86th St & Cholla Rd,52068,39.912434,-86.12989
9732,86th St & Westfield Blvd,52067,39.912449,-86.13301
9066,W Perimeter Rd & North Service Rd,50880,39.701337,-86.32047
7965,Keystone Ave - 4100N,11825,39.831783,-86.121906
7724,High School Rd & Thistle Dr,10951,39.814635,-86.270203
9303,Arlington Ave & 09th St,51211,39.779248,-86.064262
8523,Fletcher Ave & Virginia Ave,13016,39.761275,-86.148134
10130,Madison Ave & Edgewood Ave,52930,39.679284,-86.13207
9405,College Ave & Michigan St,51404,39.773735,-86.145367
10571,DTC-N,90013,39.766481,-86.1528
8547,Illinois St & Saint Clair St,50004,39.777609,-86.159423
8316,Morris St & Blaine Ave,12424,39.751284,-86.18841
8168,30th St & Midvale Dr,12221,39.809473,-86.237417
9040,Washington St & Brant St,50837,39.745311,-86.275056
8947,Washington St & Chester Ave,50720,39.769462,-86.098443
9974,Lafayette Rd & 17th St,52705,39.789155,-86.200425
10055,Georgetown Rd & 59th St,52795,39.86083,-86.241397
7404,College Ave & 30th St,10429,39.810218,-86.144866
8097,Moller Rd & Patricia St,12066,39.810728,-86.255966
10098,49th St & Boulevard Pl,52848,39.842509,-86.163968
9685,30th St & Hawthorne Ln,51926,39.811073,-86.078673
8330,Holt Rd - 1400 S,12439,39.745924,-86.22532
9128,Depauw Blvd & Wesleyan Rd,50964,39.920102,-86.225182
8281,Morris St & Alton Ave,12382,39.750108,-86.217647
10293,Emerson Ave & Lifegate Way,53264,39.714365,-86.082487
10374,English Ave & Rural St,53412,39.759809,-86.116715
8869,Washington St & Wallace Ln,50632,39.769846,-86.088861
8335,Holt Rd & Southern Ave,12444,39.728025,-86.225261
10396,English Ave & Sheridan Ave,53443,39.76107,-86.059732
9692,30th St & Gale St,51939,39.810812,-86.105661
7344,Eagle Creek Pkwy & Parkdale Pl,10324,39.826423,-86.283301
8830,16th St & Bellefontaine St,50534,39.788563,-86.142268
9507,21st St & Franklin Rd,51651,39.796404,-86.026839
8515,US 31 & Edgewood Ave,12971,39.678833,-86.148897
9990,Georgetown Rd & Bradenton Pl,52722,39.84416,-86.241632
9075,W Perimeter Rd & Express Scripts N Dr,50889,39.722661,-86.323383
8045,Keystone Crossing - 8505 N,11920,39.910618,-86.112044
9899,Harcourt Rd - 7950 N,52516,39.899477,-86.193592
8527,62nd St & Chester Ave,14096,39.868716,-86.100847
9278,Bolton Ave & Staughton Dr,51179,39.842133,-86.067555
10266,Troy Ave & Boyd Ave,53233,39.72293,-86.134504
9185,Michigan Rd & Oles Dr,51031,39.851199,-86.19365
7550,10th St & Grant Ave,10727,39.781431,-86.097788
10475,Kessler Station NB,70005,39.861425,-86.145948
9385,Michigan St & Cable St,51331,39.774674,-86.191494
8415,17th Ave & Detroit St,12567,39.729127,-86.101786
10471,66th Station,70001,39.875852,-86.146022
7217,38th St & Winthrop Ave,10092,39.825369,-86.140773
7932,Keystone Ave & 46th St,11776,39.840574,-86.121822
10404,Shortridge Rd & Washington St,53454,39.771884,-86.04054
10017,Zionsville Rd & 84th St,52751,39.906695,-86.259935
8424,Troy Ave & Temple Ave,12578,39.723152,-86.118489
7484,34th St & Emerson Ave,10550,39.818431,-86.082907
9597,30th St & Annette St,51810,39.810142,-86.175667
10172,Madison Ave & Epler Ave,53010,39.686506,-86.134311
10548,86th St & Spring Mill Rd,86024,39.912379,-86.164445
9819,Allisonville Rd & 62nd St,52310,39.869122,-86.096687
7291,42nd St & Burrwood Dr,10232,39.833528,-85.99756
10316,Troy Ave & Meridian St,53293,39.723236,-86.158745
8365,Raymond St & Bethel Ave,12507,39.738025,-86.106105
7545,10th St & Lasalle St,10720,39.78138,-86.109971
9252,Arlington Ave & Saint Joseph St,51145,39.780247,-86.064146
10476,54th Station SB,70006,39.851881,-86.145883
7830,Broad Ripple Ave & Primrose Ave,11546,39.868588,-86.133165
10181,Madison Ave & Sumner Ave,53023,39.715179,-86.146239
8786,Sherman Dr & 28th St,50465,39.806758,-86.102495
10115,Madison Ave & Hoefgen St,52908,39.731722,-86.154176
8093,Moller Rd & Ruskin Pl W,12062,39.821587,-86.256183
7927,Keystone Ave & 38th St,11769,39.825102,-86.121709
8546,Illinois St & North St,50003,39.776077,-86.159469
8346,Troy Ave - 5200 W,12455,39.720354,-86.248822
9962,Harcourt Rd - Saint Vincent Hospital,52620,39.908576,-86.193865
10342,Emerson Ave & Brookfield Dr,53330,39.648547,-86.082739
9757,Westfield Blvd & Broadway St,52097,39.869046,-86.147522
8514,US 31 & Banta Rd,12970,39.672164,-86.149099
10059,Georgetown Rd & Kelvington Dr,52799,39.850154,-86.24139
9463,Massachusetts Ave & Park Ave,51507,39.776541,-86.146956
7370,38th St & Rookwood Ave,10357,39.824723,-86.167796
10226,Prospect St & Ewing St,53148,39.752747,-86.104211
9341,Michigan St & Cable St,51267,39.774816,-86.191577
9208,MLK St & 16th St,51056,39.788655,-86.168523
8140,Lynhurst Dr & 21st St,12116,39.794935,-86.25097
10375,English Ave & Sherman Dr,53413,39.759963,-86.102268
8653,Capitol Ave & 14th St,50181,39.786037,-86.161355
9324,Michigan St & Temple Ave,51240,39.774495,-86.119077
7719,Gateway Dr & High School Rd,10944,39.828584,-86.2713
10175,Madison Ave & Morgan Ave,53013,39.696619,-86.137734
7563,1450 N Ritter Ave - Community Hosp East,10744,39.787418,-86.073746
8642,Capitol Ave & 38th St,50158,39.824335,-86.161616
10005,Georgetown Rd - 7231 N,52737,39.886209,-86.243294
10442,English Ave & Leota St,53515,39.759715,-86.138363
8930,Washington St & Kitley Ave,50700,39.771652,-86.055274
10446,East St & Louisana St,53520,39.762567,-86.149146
10018,Zionsville Rd - 8260 N,52752,39.905434,-86.259934
10560,DTC-B,90002,39.766557,-86.153094
7681,10th St & Concord Ct,10896,39.780681,-86.210461
10244,Meridian St & Sycamore St,53203,39.755905,-86.159329
9562,21st St & Kildare Ave,51723,39.796288,-86.086795
9931,Illinois St & 39th St,52566,39.826542,-86.15916
9796,Penwood Dr & 46th St,52266,39.840622,-86.118753
8860,Washington St & Woodland Ave,50623,39.76899,-86.105768
9857,Allisonville Rd & 65th St,52377,39.875307,-86.093744
7767,10th St & Bauman St,11004,39.779363,-86.278807
7209,38th St & Rural St,10082,39.825413,-86.116527
9626,30th St & Schofield Ave,51850,39.810707,-86.129716
9112,Michigan Rd & 66th St,50944,39.876876,-86.205915
9379,Michigan St & Concord St,51321,39.774403,-86.210398
9038,Washington St & Zoo Entrance,50832,39.76587,-86.181655
8559,Illinois St & 33rd St,50026,39.815393,-86.159074
9169,Westlane Rd & Michigan Rd,51010,39.885176,-86.208011
8357,Gatwick Dr & Vedder Dr,12466,39.687919,-86.283148
7282,42nd St & Arborcrest Dr,10220,39.833252,-86.02294
9721,College Ave & 80th St,52032,39.902693,-86.145822
8513,US 31 - 6789 S,12969,39.667176,-86.148422
8080,Moller Rd & 29th St,12041,39.807599,-86.255761
9639,30th St & Chester Ave,51868,39.810786,-86.09947
9942,64th St & Sunset Ln,52588,39.872063,-86.166369
9232,New York St & Parker Ave,51119,39.771835,-86.113435
7784,10th St & Goodlet Ave,11024,39.780544,-86.212043
9068,Washington St & Hoffman Rd,50882,39.737951,-86.298798
8826,A J Brown Ave & 20th St,50525,39.794133,-86.13552
9880,Castle Corner Dr - 8413 N,52453,39.908802,-86.071301
9130,Purdue Rd & Private Dr,50966,39.918406,-86.221578
7158,38th St & Post Rd,10011,39.826162,-86.008134
8001,Keystone Ave & Private Dr,11870,39.756791,-86.121274
10196,Madison Ave & Perry St,53044,39.719481,-86.148732
9800,46th St & Ralston Ave,52275,39.840284,-86.131328
9009,Washington St & Lynhurst Dr,50798,39.753101,-86.249069
8631,42nd St & Emerson Ave,50130,39.833136,-86.08343
8013,Keystone Ave & Albany St,11882,39.724689,-86.120896
7762,10th St & Country Club Rd,10999,39.778898,-86.306975
7952,Keystone Ave & Durham Dr,11807,39.877987,-86.122272
9820,Allisonville Rd & 64th St,52311,39.874391,-86.094087
8506,Shelby St & Front Royal Dr,12962,39.647436,-86.139382
8280,Morris St & Berwick Ave,12381,39.750049,-86.219809
8701,Clifton St & 30th St,50336,39.809514,-86.180411
10477,54th Station NB,70007,39.852023,-86.145803
10108,Michigan St & Indiana Ave,52858,39.774355,-86.165861
7408,Sutherland Ave & Private,10433,39.81427,-86.140847
10312,Troy Ave & East St,53289,39.722693,-86.148875
8906,Washington St & Hugo St,50672,39.776015,-85.964801
8120,16th St & Sharon Ave,12095,39.787841,-86.208539
7393,Alabama St & 17th St,10415,39.790693,-86.152282
8268,Troy Ave & Collier St,12367,39.720376,-86.230514
9799,46th St & Evanston Ave,52271,39.840292,-86.126421
8770,A J Brown Ave & 25th St,50442,39.803212,-86.135478
8367,Raymond St & Perkins Ave,12509,39.737926,-86.111037
8139,Walmart Lafayette Rd,12115,39.837057,-86.244553
10007,Georgetown Rd - 7747 N,52741,39.894356,-86.241085
8618,46th St & Kitley Ave,50114,39.840433,-86.054864
7224,Meridian St & 20th St,10117,39.793444,-86.157419
9465,East St & Michigan St,51509,39.77409,-86.148803
9781,Central Ave & 44th St,52237,39.835843,-86.149822
10422,University Ave & Atherton N Dr,53475,39.765992,-86.080336
9565,21st St & Linwood Ave,51728,39.796264,-86.0934
8714,35th St & Clifton St,50359,39.816331,-86.180807
8585,46th St & Park Forest Ct,50075,39.84031,-86.062178
10060,Georgetown Rd & Pinecroft Dr,52800,39.848123,-86.241914
9785,52nd St & Winthrop Ave,52249,39.846964,-86.141891
7435,34th St & Bancroft St,10466,39.818325,-86.085135
9193,MLK St - 3700 N,51039,39.819576,-86.178431
9247,Pleasant Run Pkwy N Dr & Ritter Ave,51139,39.775228,-86.07398
7648,10th St & Gladstone Ave,10847,39.781523,-86.096785
10009,79th St - 5022 W,52743,39.89663,-86.246479
9146,86th St - 2200 W,50982,39.912116,-86.199592
7536,10th St & Newman St,10709,39.781262,-86.131685
9797,46th St & Keystone Ave,52267,39.840363,-86.121144
9367,Lynhurst Dr & Burcham Way,51304,39.769668,-86.250411
8271,Holt Rd & Berwyn St,12371,39.722537,-86.225149
9666,16th St & Pleasant Run Pkwy S Dr,51904,39.789083,-86.05244
9204,MLK St & Fall Creek Blvd,51052,39.798227,-86.169447
8261,Lynhurst Dr & Sumner Ave,12360,39.714112,-86.25028
8228,34th St & Winton Ave,12286,39.816586,-86.246123
10100,Westfield Blvd & Central Ave,52850,39.867156,-86.150366
10421,University Ave & Ohmer Ave,53474,39.765943,-86.078059
10271,Main St & 15th Ave,53239,39.721539,-86.099502
7261,38th St & Arthington Blvd,10191,39.825433,-86.090978
9774,Washington Blvd & 29th St,52221,39.808127,-86.151921
9582,Mitthoefer Rd & Greenbrook Trail,51751,39.784883,-85.990313
9598,30th St & Rader St,51811,39.810137,-86.177973
8766,A J Brown Ave & 21st St,50436,39.795588,-86.135416
8183,34th St & High School Rd,12237,39.816314,-86.269893
7173,42nd St & Wittfield St,10028,39.833497,-86.004614
9376,Michigan St & Berwick Ave,51317,39.773944,-86.218573
9044,Washington St & Girls School Rd,50841,39.740866,-86.289608
7265,38th St & Butler Ave,10198,39.825427,-86.080428
9358,Michigan St & Cossell Dr,51292,39.772329,-86.246253
10292,Emerson Ave & Hornet Ave,53263,39.711532,-86.082491
10367,English Ave & State Ave,53403,39.75966,-86.130918
9488,21st St & Sherman Dr,51620,39.796044,-86.101549
9382,Michigan St & Tremont St,51325,39.774616,-86.20122
9213,MLK St & 09th St,51061,39.779597,-86.167996
8297,Oliver Ave & Marion Ave,12400,39.758561,-86.180519
10201,Prospect St & Spruce St,53102,39.752351,-86.133927
9441,21st St & Kitley Ave,51470,39.796452,-86.054748
8459,Minnesota St & Villa Ave,12633,39.745084,-86.126307
9676,30th St - 6550 E,51915,39.811134,-86.053692
8791,Sherman Dr & Irwin Rd,50470,39.816303,-86.102616
8410,Raymond St & Hobart Rd,12562,39.737807,-86.109137
7239,Meridian St & 13th St,10144,39.784209,-86.157353
9884,Central Ave & 30th St,52462,39.811991,-86.149563
10176,Madison Ave & Moffitt St,53014,39.70012,-86.138998
7310,Mitthoefer Rd & 30th St,10254,39.812655,-85.991045
9559,21st St & Butler Ave,51718,39.796303,-86.079628
7859,College Ave & 19th St,11649,39.792267,-86.144813
10385,Emerson Ave & Brookville Rd,53426,39.761909,-86.082947
7519,Central Ave & 30th St,10593,39.810395,-86.149666
9522,21st St & Sussex Ln,51666,39.796671,-86.005675
8232,Georgetown Rd & Thrush Dr,12290,39.813358,-86.239991
9588,30th St & Central Ave,51799,39.810343,-86.150116
8390,East St & Morris St,12539,39.751709,-86.14976
8160,30th St & Kessler Blvd N Dr,12210,39.809845,-86.211919
7879,Hanna Ave & Rural St,11718,39.70861,-86.116468
8198,High School Rd & Wedgewood Way,12254,39.833606,-86.270614
7613,10th St & Eaton Ave,10806,39.781995,-86.019555
9275,Arlington Ave & 40th St,51175,39.829226,-86.064753
8670,Lee Rd & 59th St,50210,39.862369,-86.001079
8694,Harding St & 26th St,50328,39.8035,-86.187566
7481,34th St & Layman Ave,10544,39.818399,-86.072807
10240,Emerson Ave &  Iowa St,53165,39.743989,-86.082837
7616,10th St & Carroll White Dr,10811,39.781912,-86.029475
8655,Capitol Ave & 10th St,50185,39.7805,-86.161316
8286,Morris St & Warman Ave,12388,39.750587,-86.205878
8776,25th St & Eastern Ave,50453,39.803377,-86.117946
7839,Broad Ripple Ave & Evanston Ave,11561,39.868732,-86.126714
9134,86th St & Colby Blvd,50970,39.911713,-86.212893
9828,Castleton Corner Dr & 86th St,52319,39.910618,-86.072585
8073,22nd St & Kohl's - 5600W,12033,39.796966,-86.258058
7901,English Ave & Parker Ave,11742,39.759849,-86.114158
7258,38th St & Forest Manor Ave,10187,39.82536,-86.098137
10398,English Ave - 6701 E,53445,39.761224,-86.051377
10409,6800 English Ave,53460,39.76141,-86.049258
9147,86th St & Township Line Rd,50983,39.912045,-86.203613
10225,Prospect St & Sherman Dr,53147,39.752783,-86.101785
9302,10th St & Arlington Ave,51210,39.781227,-86.064344
8859,Washington St & Lasalle St,50622,39.768764,-86.109712
10230,Prospect St & Keystone Ave,53152,39.752523,-86.121068
8690,Harding St & 22nd St,50322,39.797738,-86.18748
10015,Moller Rd & 86th St,52749,39.90896,-86.256571
7626,10th St & Arlington Ave,10821,39.781725,-86.063924
7315,38th St & Park Ave,10262,39.824945,-86.14777
9466,East St & Vermont St,51510,39.77291,-86.148845
7816,10th St & Tibbs Avenue,11066,39.780611,-86.214873
9201,MLK St & 25th St,51049,39.80299,-86.170599
9995,Georgetown Rd & 57th St,52727,39.85581,-86.240141
8693,Harding St & Edgemont Ave,50326,39.801735,-86.187549
7831,Broad Ripple Ave & Kingsley Dr,11547,39.868578,-86.130363
7673,10th St & Miley Ave,10886,39.780836,-86.192893
7441,34th St & Arlington Ave,10474,39.818305,-86.06422
8531,86th St & Office Park Dr,14122,39.91206,-86.190083
10219,Emerson Ave & Shopping - 1920 S,53133,39.742995,-86.082698
