X,Y,OBJECTID,DESCRIPTION,IDENTIFIER,LATITUDE,LONGITUDE
-86.0369399999017,39.7726040000427,8925,Washington St & Sadlier Dr,50695,39.772604,-86.03694
-86.0412539994582,39.7724249997515,8926,Washington St & Shortridge Rd,50696,39.772425,-86.041254
-86.0509989994336,39.7718829999507,8927,Washington St & Elizabeth St,50697,39.771883,-86.050999
-86.0519980000189,39.771824999935,8928,Washington St & Irwin St,50698,39.771825,-86.051998
-86.0533320004358,39.7717599996976,8929,Washington St & Pasadena St,50699,39.77176,-86.053332
-86.0552740000498,39.771651999586,8930,Washington St & Kitley Ave,50700,39.771652,-86.055274
-86.0573119998733,39.771546000091,8931,Washington St & Ridgeview Dr,50701,39.771546,-86.057312
-86.0599510002752,39.7714000003418,8932,Washington St & Sheridan Ave,50702,39.7714,-86.059951
-86.0621199999786,39.7712879999202,8933,Washington St & Webster Ave,50703,39.771288,-86.06212
-86.0638420005587,39.7711970000608,8934,Washington St & Arlington Ave,50704,39.771197,-86.063842
-86.0667870005062,39.7710420001487,8935,Washington St & Bolton Ave,50705,39.771042,-86.066787
-86.0700760001906,39.7708880000852,8936,Washington St & Audubon Rd,50706,39.770888,-86.070076
-86.0727050002406,39.7707520003121,8937,Washington St & Johnson Ave,50707,39.770752,-86.072705
-86.0756000001978,39.7706050002186,8938,Washington St & Irvington Ave,50708,39.770605,-86.0756
-86.0782100000843,39.7704800003822,8939,Washington St & Hawthorne Ln,50709,39.77048,-86.07821
-86.0807210005681,39.7703530001472,8940,Washington St & Butler Ave,50711,39.770353,-86.080721
-86.0835839994714,39.7702169997878,8941,Washington St & Emerson Ave,50712,39.770217,-86.083584
-86.0872510001473,39.7700360004182,8942,Washington St & Dequincy St,50714,39.770036,-86.087251
-86.0900639999931,39.7698910001886,8943,Washington St & Bosart Ave,50716,39.769891,-86.090064
-86.0924180000436,39.7697730003324,8944,Washington St & Linwood Ave,50717,39.769773,-86.092418
-86.0948830001141,39.7696460002983,8945,Washington St & Colorado Ave,50718,39.769646,-86.094883
-86.0963910001927,39.7695739997017,8946,Washington St & Gladstone Ave,50719,39.769574,-86.096391
-86.0984429998033,39.7694619996131,8947,Washington St & Chester Ave,50720,39.769462,-86.098443
-86.0999649994689,39.7693800002184,8948,Washington St & Denny St,50721,39.76938,-86.099965
-86.101868000389,39.7692849998286,8949,Washington St & Sherman Dr,50722,39.769285,-86.101868
-86.1036890003106,39.7692200004155,8950,Washington St & Kealing Ave,50723,39.76922,-86.103689
-86.1055880004137,39.7691170001914,8951,Washington St & Woodland Dr,50724,39.769117,-86.105588
-86.1093929999663,39.768935000092,8952,Washington St & Lasalle St,50725,39.768935,-86.109393
-86.1115130001809,39.7688170000976,8953,Washington St & Gray St,50726,39.768817,-86.111513
-86.1130309995573,39.7687040000034,8954,Washington St & Oakland Ave,50727,39.768704,-86.113031
-86.1162349999163,39.7684750001165,8955,Washington St & Rural St,50729,39.768475,-86.116235
-86.1197690001713,39.7681950000735,8956,Washington St & Tacoma St,50731,39.768195,-86.119769
-86.1216140000118,39.7680530003465,8957,Washington St & Keystone Ave,50732,39.768053,-86.121614
-86.1237409996498,39.7678909999395,8958,Washington St & Koweba Ln,50733,39.767891,-86.123741
-86.1257140004579,39.7677539998158,8959,Washington St & Hamilton Ave,50734,39.767754,-86.125714
-86.1287150000004,39.7675260004289,8960,Washington St & Randolph St,50736,39.767526,-86.128715
-86.1304500000521,39.7674120003756,8961,Washington St & State Ave,50737,39.767412,-86.13045
-86.1316949999612,39.7673210001905,8962,Washington St & Summit St,50738,39.767321,-86.131695
-86.132989000413,39.7672259997271,8963,Washington St & Arsenal Ave,50739,39.767226,-86.132989
-86.1351690000459,39.7670739996757,8964,Washington St & Oriental St,50740,39.767074,-86.135169
-86.1383059997407,39.7670200002432,8965,Washington St & Highland Ave,50741,39.76702,-86.138306
-86.1395759995291,39.7670210004258,8966,Washington St & Cruse St,50742,39.767021,-86.139576
-86.1449289996137,39.7669679998479,8967,Washington St & Davidson St,50743,39.766968,-86.144929
-86.1471490003652,39.7669400002813,8968,Washington St & Park Ave,50744,39.76694,-86.147149
-86.1487919996604,39.7669549997112,8969,Washington St & East St,50745,39.766955,-86.148792
-86.1686180000486,39.7673820002307,8970,Washington St & West St - White River State Park,50750,39.767382,-86.168618
-86.1704620002564,39.7656109997744,8971,Washington St & Schumacher Way,50751,39.765611,-86.170462
-86.1769749994654,39.7646389996732,8972,Washington St & White River Pkwy W Dr,50752,39.764639,-86.176975
-86.1866849996587,39.7673490003794,8973,Washington St & Harding St,50753,39.767349,-86.186685
-86.1881220005368,39.7672130002737,8974,Washington St & Koehne St,50754,39.767213,-86.188122
-86.1925040004334,39.766768000427,8975,Washington St & Miley Ave,50756,39.766768,-86.192504
-86.1939649999733,39.7666129995821,8976,Washington St & Elder Ave,50757,39.766613,-86.193965
-86.1966459999968,39.7663539996324,8977,Washington St & Belmont Ave,50758,39.766354,-86.196646
-86.200300000573,39.7659889995596,8978,Washington St & Tremont St,50759,39.765989,-86.2003
-86.2026670000636,39.7657549998158,8979,Washington St & Belleview Pl,50760,39.765755,-86.202667
-86.2047859997636,39.7655480000286,8980,Washington St & Holmes Ave,50761,39.765548,-86.204786
-86.2070779996969,39.765307000392,8981,Washington St & Warman Ave,50762,39.765307,-86.207078
-86.2096590004874,39.7650800000497,8982,Washington St & Hancock St,50763,39.76508,-86.209659
-86.2123590004318,39.7646419995601,8983,Washington St & Tibbs Ave,50764,39.764642,-86.212359
-86.2143179995651,39.76402399998,8984,Washington St & Tibbs Ave,50765,39.764024,-86.214318
-86.2172499996471,39.7632879999351,8985,Washington St & Alton Ave,50766,39.763288,-86.21725
-86.219356000446,39.7628690003149,8986,Washington St & Rockville Rd,50767,39.762869,-86.219356
-86.2207619996172,39.7620769998093,8987,Washington St & Rochester Ave,50768,39.762077,-86.220762
-86.2232200002434,39.7612440000963,8988,Washington St & Livingston Ave,50769,39.761244,-86.22322
-86.2264670001921,39.7602510002787,8989,Washington St & Mc Clure St,50770,39.760251,-86.226467
-86.2280780001491,39.7597490002087,8990,Washington St & Lockburn St,50771,39.759749,-86.228078
-86.2308850005696,39.7588980004385,8991,Washington St & Wichser Ave,50772,39.758898,-86.230885
-86.2327260001436,39.7583160000452,8992,Washington St & Lyons Ave,50773,39.758316,-86.232726
-86.2348689994486,39.7576519996315,8993,Washington St & Roena St,50774,39.757652,-86.234869
-86.236606999908,39.7571110003712,8994,Washington St & Fleming St,50775,39.757111,-86.236607
-86.2390590000426,39.7563660001148,8995,Washington St & Edgehill Rd,50776,39.756366,-86.239059
-86.2414430004636,39.7556350003764,8996,Washington St & Cole St,50777,39.755635,-86.241443
-86.2438979998592,39.7548699996729,8997,Washington St & Auburn St,50778,39.75487,-86.243898
-86.2463879997757,39.7541219995639,8998,Washington St - 5250 W,50779,39.754122,-86.246388
-86.2494540005027,39.7531789999067,8999,Washington St & Lynhurst Dr,50780,39.753179,-86.249454
-86.2515890002052,39.7525310000503,9000,Washington St & Biltmore Ave,50781,39.752531,-86.251589
-86.2535969995138,39.7519009998178,9001,Washington St & Norfolk St,50782,39.751901,-86.253597
-86.2564450001852,39.7510300002447,9002,Washington St & Ingomar St,50783,39.75103,-86.256445
-86.2592480004987,39.7501890000946,9003,Washington St & Morris St,50784,39.750189,-86.259248
-86.2595899997263,39.7498170002595,9004,Washington St & Morris St,50793,39.749817,-86.25959
-86.2575119995801,39.7505160004276,9005,Washington St & Whitcomb Ave,50794,39.750516,-86.257512
-86.2554900004786,39.7511389996954,9006,Washington St & Worth Ave,50795,39.751139,-86.25549
-86.2535629997463,39.7517330003592,9007,Washington St & Norfolk St,50796,39.751733,-86.253563
-86.2507400000234,39.7525899996372,9008,Washington St & Lynhurst Dr,50797,39.75259,-86.25074
-86.2490689994898,39.7531009996443,9009,Washington St & Lynhurst Dr,50798,39.753101,-86.249069
-86.2457200003773,39.7541200000936,9010,Washington St & Fuller Dr,50799,39.75412,-86.24572
-86.241614999854,39.7553999996994,9011,Washington St & Woodrow Ave,50800,39.7554,-86.241615
-86.2387490001091,39.7563009997104,9012,Washington St & Edgehill Rd,50801,39.756301,-86.238749
-86.2369289996381,39.7568590001387,9013,Washington St & Fleming St,50802,39.756859,-86.236929
-86.2345800001714,39.757578999853,9014,Washington St & Roena St,50803,39.757579,-86.23458
-86.232792000321,39.758126000423,9015,Washington St & Lyons Ave,50804,39.758126,-86.232792
-86.2307089994649,39.7587569997094,9016,Washington St & Collier St,50805,39.758757,-86.230709
-86.2283109996379,39.7594959997531,9017,Washington St & Foltz St,50806,39.759496,-86.228311
-86.2262559999148,39.7601480000606,9018,Washington St & Mc Clure St,50807,39.760148,-86.226256
-86.223566999888,39.7609629998713,9019,Washington St & Luett Ave,50808,39.760963,-86.223567
-86.2207820003956,39.7618789998407,9020,Washington St & Rochester Ave,50809,39.761879,-86.220782
-86.2169999997565,39.7631790000755,9021,Washington St & Alton Ave,50810,39.763179,-86.217
-86.2144090003886,39.7638199999321,9022,Washington St & Tibbs Ave,50811,39.76382,-86.214409
-86.212009999595,39.7645729996107,9023,Washington St & Tibbs Ave,50812,39.764573,-86.21201
-86.209494000088,39.7649189999534,9024,Washington St & Hancock St,50813,39.764919,-86.209494
-86.2066290000697,39.7652020002333,9025,Washington St & Warman Ave,50814,39.765202,-86.206629
-86.2042620000879,39.7654459999212,9026,Washington St & Addison St,50815,39.765446,-86.204262
-86.2021719995154,39.7656419995595,9027,Washington St & Mount St,50816,39.765642,-86.202172
-86.1991959998921,39.7659310000951,9028,Washington St & Tremont St,50817,39.765931,-86.199196
-86.1963879994566,39.7662180003563,9029,Washington St & Belmont Ave,50818,39.766218,-86.196388
-86.1946890004962,39.7663960002851,9030,Washington St & Elder Ave,50819,39.766396,-86.194689
-86.1930150004325,39.7665760002013,9031,Washington St & Reichwein St,50820,39.766576,-86.193015
-86.1880349994864,39.7670459998337,9032,Washington St & Harding St,50822,39.767046,-86.188035
-86.1856029994337,39.7672109998835,9033,Washington St & White River Pkwy W Dr,50823,39.767211,-86.185603
-86.1817879999347,39.7655970002413,9034,Washington St - Indianapolis Zoo - 1200 W,50824,39.765597,-86.181788
-86.1769060000659,39.7643940000674,9035,Washington St & White River Pkwy W Dr,50825,39.764394,-86.176906
-86.1699189994571,39.7653860003436,9036,Washington St & Victory Field - 800 W,50826,39.765386,-86.169919
-86.2434559997663,39.7548229999639,9037,Washington St & Auburn St,50831,39.754823,-86.243456
-86.1816549998679,39.7658700001746,9038,Washington St & Zoo Entrance,50832,39.76587,-86.181655
-86.2716510002442,39.7463559997955,9039,Washington St & Dukane Way,50836,39.746356,-86.271651
-86.2750559998928,39.7453110001771,9040,Washington St & Brant St,50837,39.745311,-86.275056
-86.2773829997425,39.7446050001468,9041,Washington St & Sigsbee St,50838,39.744605,-86.277383
-86.2821069999764,39.7431489997458,9042,Washington St & Banner Ave,50839,39.743149,-86.282107
-86.2851820004621,39.7421860002261,9043,Washington St & Western Dr,50840,39.742186,-86.285182
-86.2896080001369,39.7408659996606,9044,Washington St & Girls School Rd,50841,39.740866,-86.289608
-86.2951500005343,39.7391040002642,9045,Washington St & Research Way,50842,39.739104,-86.29515
-86.3023120003173,39.7368850000895,9046,Washington St & Hamblem Dr,50843,39.736885,-86.302312
-86.3098639999946,39.7345539995962,9047,Washington St & New Haven Dr,50844,39.734554,-86.309864
-86.3161679994983,39.7326090000803,9048,Washington St & Burke Ave,50845,39.732609,-86.316168
-86.3157049996792,39.7325420002689,9049,Washington St & Burke Ave,50846,39.732542,-86.315705
-86.3101460002778,39.734226000292,9050,Washington St & New Haven Dr,50847,39.734226,-86.310146
-86.3027009997865,39.7365809999211,9051,Washington St & Hamblen Dr,50848,39.736581,-86.302701
-86.295492000492,39.7388139996802,9052,Washington St & Research Way,50849,39.738814,-86.295492
-86.2893540002669,39.7407189996218,9053,Washington St & Girls School Rd,50850,39.740719,-86.289354
-86.2855439996877,39.7419500001671,9054,Washington St & Western Dr,50851,39.74195,-86.285544
-86.2813920004695,39.7431780001868,9055,Washington St & Banner Ave,50852,39.743178,-86.281392
-86.2770410000715,39.7445159995632,9056,Washington St & Sigsbee St,50853,39.744516,-86.277041
-86.2746179994929,39.7452609996664,9057,Washington St & Brant St,50854,39.745261,-86.274618
-86.2717740001788,39.7461380001906,9058,Washington St & Dukane Way,50855,39.746138,-86.271774
-86.3000850000707,39.7148450003012,9059,Indianapolis Airport,50857,39.714845,-86.300085
-86.3238859994259,39.7205019999151,9060,W Perimeter Rd - WellPoint,50858,39.720502,-86.323886
-86.3241190003091,39.7203469999025,9061,W Perimeter Rd - Wellpoint,50859,39.720347,-86.324119
-86.3190320000796,39.7308899998913,9062,Bridgeport Rd & Washington St,50860,39.73089,-86.319032
-86.3191169994659,39.7308510000718,9063,Bridgeport Rd & Washington St,50861,39.730851,-86.319117
-86.0098689999475,39.7740459995637,9064,Washington St & Post Rd,50878,39.774046,-86.009869
-86.3196549998663,39.700779000089,9065,W Perimeter Rd & Bridgeport Rd,50879,39.700779,-86.319655
-86.3204699996971,39.7013370001661,9066,W Perimeter Rd & North Service Rd,50880,39.701337,-86.32047
-86.2983150003175,39.7379510002626,9067,Washington St & Hoffman Rd,50881,39.737951,-86.298315
-86.2987979998356,39.7379510002136,9068,Washington St & Hoffman Rd,50882,39.737951,-86.298798
-86.3059770001294,39.7355719997567,9069,Washington St - 8201 W,50883,39.735572,-86.305977
-86.3060840001402,39.7356620000206,9070,Washington St - 8202 W,50884,39.735662,-86.306084
-86.1873959998451,39.7667360003341,9071,Harding Street & Washington Street,50885,39.766736,-86.187396
-86.3134800001592,39.6990679996846,9072,South Service Rd and West Perimeter Rd,50886,39.699068,-86.31348
-86.1882020003052,39.7665299995873,9073,Wash-Harding Non Public Stop,50887,39.76653,-86.188202
-86.3234939996964,39.7228609999004,9074,W Perimeter Rd & Express Scripts,50888,39.722861,-86.323494
-86.3233830004238,39.72266099996,9075,W Perimeter Rd & Express Scripts N Dr,50889,39.722661,-86.323383
-86.1667700001414,39.7764799998422,9076,MLK St & Walnut St,50900,39.77648,-86.16677
-86.1682869996589,39.7819629998989,9077,MLK St & 11th St,50901,39.781963,-86.168287
-86.1683089995884,39.7841900002785,9078,MLK St & 12th St,50902,39.78419,-86.168309
-86.1683189994412,39.7856029998986,9079,MLK St & Ransom St,50904,39.785603,-86.168319
-86.168329999582,39.787564000001,9080,MLK St & 16th St,50905,39.787564,-86.16833
-86.1683559994694,39.7896499998399,9081,MLK St & 17th St,50906,39.78965,-86.168356
-86.1684109997922,39.7928090003241,9082,MLK St - 2000 N,50907,39.792809,-86.168411
-86.1687880004832,39.7952319998779,9083,MLK St & 21st St,50908,39.795232,-86.168788
-86.1692220004496,39.7966680001181,9084,MLK St & Wilmington St,50909,39.796668,-86.169222
-86.1694619994361,39.7992779999423,9085,MLK St & 23rd St,50910,39.799278,-86.169462
-86.1700389999794,39.801369999756,9086,MLK St & 24th St,50911,39.80137,-86.170039
-86.1703979997992,39.8027170002995,9087,MLK St & 25th St,50912,39.802717,-86.170398
-86.171224000077,39.804775000139,9088,MLK St & 26th St,50913,39.804775,-86.171224
-86.1719940005205,39.8063970003031,9089,MLK St & 28th St,50914,39.806397,-86.171994
-86.1728259994715,39.8081339998162,9090,MLK St & 29th St,50915,39.808134,-86.172826
-86.1736659996459,39.8099090004417,9091,MLK St & 30th St,50916,39.809909,-86.173666
-86.1742939995261,39.8111840001228,9092,MLK St & I-65 117 Ramp C,50917,39.811184,-86.174294
-86.1752479997258,39.8131739996957,9093,MLK St & I-65 117 Ramp B,50918,39.813174,-86.175248
-86.1763539996976,39.8155330004111,9094,MLK St & 34th St,50920,39.815533,-86.176354
-86.1772149998086,39.8173330002301,9095,MLK St & 36th St,50921,39.817333,-86.177215
-86.17904499949,39.8211819995734,9096,MLK St & Golden Hill Dr,50923,39.821182,-86.179045
-86.1810490004519,39.8254250003153,9097,Michigan Rd & 38th St,50925,39.825425,-86.181049
-86.1832550005037,39.8299950002495,9098,Michigan Rd & 42nd St,50926,39.829995,-86.183255
-86.1904139994512,39.8448229999286,9099,Michigan Rd & Grandview Dr,50928,39.844823,-86.190414
-86.1909390004214,39.8458829998572,9100,Michigan Rd & Woodside Dr,50929,39.845883,-86.190939
-86.1922739996058,39.8487069996762,9101,Michigan Rd & 53rd St,50930,39.848707,-86.192274
-86.1936419994643,39.8514869999068,9102,Michigan Rd & Oles Dr,50931,39.851487,-86.193642
-86.1959659999332,39.8563879998377,9103,Michigan Rd & Kessler Blvd W Dr,50932,39.856388,-86.195966
-86.1974969996627,39.8594749997155,9104,Michigan Rd & 58th St,50933,39.859475,-86.197497
-86.1985250000441,39.8615949996063,9105,Michigan Rd & 60th St,50934,39.861595,-86.198525
-86.2000959996921,39.8648299999347,9106,Michigan Rd & Fox Hill Dr,50935,39.86483,-86.200096
-86.2007829996531,39.8662290003173,9107,Michigan Rd & Fox Hill Ct,50936,39.866229,-86.200783
-86.2016089994715,39.8679520003639,9108,Michigan Rd & 62nd St,50937,39.867952,-86.201609
-86.2023699998079,39.8695570001368,9109,Michigan Rd & 63rd St,50938,39.869557,-86.20237
-86.2032639999557,39.8714009996809,9110,Michigan Rd & 64th St,50940,39.871401,-86.203264
-86.2044369998995,39.873806000121,9111,Michigan Rd & Coil St,50942,39.873806,-86.204437
-86.2059149998495,39.8768760004478,9112,Michigan Rd & 66th St,50944,39.876876,-86.205915
-86.2053120001618,39.8795280003151,9113,Township Line Rd & 69th St,50946,39.879528,-86.205312
-86.2030250000078,39.8827729996679,9114,Township Line Rd & Stockbridge Dr,50947,39.882773,-86.203025
-86.2030320005791,39.8845759998793,9115,Township Line Rd & Rue De Margot Dr,50948,39.884576,-86.203032
-86.2038180002619,39.8862750002716,9116,Westlane Rd & Township Line Rd,50949,39.886275,-86.203818
-86.208969000026,39.8850779996155,9117,Westlane Rd & Michigan Rd,50950,39.885078,-86.208969
-86.2111379998437,39.8877010002339,9118,Michigan Rd & Hiland Dr,50951,39.887701,-86.211138
-86.2121200002092,39.8897720003363,9119,Michigan Rd & 76th St,50953,39.889772,-86.21212
-86.2138230001194,39.8933019998437,9120,Michigan Rd & Private Dr,50954,39.893302,-86.213823
-86.2152809994315,39.8964329999399,9121,Michigan Rd & 79th St,50955,39.896433,-86.215281
-86.2167309999172,39.8994050001622,9122,Michigan Rd - 8000 N,50957,39.899405,-86.216731
-86.2195829996722,39.9052909999187,9123,Michigan Rd & Double Tree Blvd,50959,39.905291,-86.219583
-86.220920000049,39.9080430004159,9124,Michigan Rd - 8400 N,50960,39.908043,-86.22092
-86.2217600005467,39.9100319997747,9125,Michigan Rd - 8500 N,50961,39.910032,-86.22176
-86.2231319995268,39.9131329997742,9126,Michigan Rd & 86th St,50962,39.913133,-86.223132
-86.2244740000625,39.9159299997887,9127,Michigan Rd & Vincennes Rd,50963,39.91593,-86.224474
-86.2251819998852,39.9201019996705,9128,Depauw Blvd & Wesleyan Rd,50964,39.920102,-86.225182
-86.2224940004231,39.9201230001244,9129,Depauw Blvd & Purde RD,50965,39.920123,-86.222494
-86.2215779994882,39.9184060003775,9130,Purdue Rd & Private Dr,50966,39.918406,-86.221578
-86.2205180001654,39.9160999998422,9131,Purdue Rd & Vincennes RD,50967,39.9161,-86.220518
-86.2196269995498,39.9134270003578,9132,Purdue Rd & Founders Rd,50968,39.913427,-86.219627
-86.2168790001842,39.9116700004281,9133,86th St & Mercer,50969,39.91167,-86.216879
-86.2128929997155,39.9117129996408,9134,86th St & Colby Blvd,50970,39.911713,-86.212893
-86.2096820001295,39.9117720001673,9135,86th St & Lake Circle Dr,50971,39.911772,-86.209682
-86.2071550002738,39.9118120002102,9136,86th St - 2700 W - Brebeuf,50972,39.911812,-86.207155
-86.2021360005229,39.911879000339,9137,86th St & Township Line Rd,50973,39.911879,-86.202136
-86.1975479999493,39.9119519996298,9138,86th St & Naab Rd,50974,39.911952,-86.197548
-86.194553999482,39.9119679997735,9139,86th St & Harcourt Rd,50975,39.911968,-86.194554
-86.1939760003977,39.9095660001306,9140,Harcourt Rd & John Ambers,50976,39.909566,-86.193976
-86.1939759998569,39.908593999828,9141,Harcourt Rd - 8400 N,50977,39.908594,-86.193976
-86.1939650003045,39.9057499997191,9142,Harcourt Rd & Dugan Dr,50978,39.90575,-86.193965
-86.1980840005482,39.9055639999156,9143,Dugan Dr & Naab Rd,50979,39.905564,-86.198084
-86.1982370000801,39.9069139998063,9144,Naab Rd & Katie Knox Dr,50980,39.906914,-86.198237
-86.1983320004798,39.9099879997983,9145,Naab Rd & John Ambers Ln,50981,39.909988,-86.198332
-86.1995919994945,39.9121160003085,9146,86th St - 2200 W,50982,39.912116,-86.199592
-86.2036130000799,39.9120450002843,9147,86th St & Township Line Rd,50983,39.912045,-86.203613
-86.2073700001604,39.9119890000719,9148,86th St - 2500 W,50984,39.911989,-86.20737
-86.2094769996834,39.9119649997607,9149,86th St & Lake Circle Dr,50985,39.911965,-86.209477
-86.2139460005551,39.9118759999431,9150,86th St & Colby Blvd,50986,39.911876,-86.213946
-86.2176780002243,39.9118309996311,9151,86th St & Mercer Rd,50987,39.911831,-86.217678
-86.2192359997898,39.9118010001717,9152,86th St & Purdue Rd,50988,39.911801,-86.219236
-86.2194360001385,39.9136749996887,9153,Purdue Rd & Founders Rd,50989,39.913675,-86.219436
-86.2206680005015,39.9164830004034,9154,Purdue Rd & Vincennes Rd,50990,39.916483,-86.220668
-86.2212569997436,39.918126999996,9155,Purdue Rd - 8909 N,50991,39.918127,-86.221257
-86.222161999504,39.9199960000915,9156,Depauw Blvd & Purdue Rd,50992,39.919996,-86.222162
-86.2246280003701,39.920356999684,9157,Depauw Blvd & Wesleyan Rd,50993,39.920357,-86.224628
-86.2265480002326,39.9193649997644,9158,Michigan Rd & 92nd St,50997,39.919365,-86.226548
-86.2243689994256,39.9148049996137,9159,Michigan Rd & Vincennes Rd,50998,39.914805,-86.224369
-86.222374000147,39.9106359996834,9160,Michigan Rd & 86th St,50999,39.910636,-86.222374
-86.2214490000407,39.9086040000596,9161,Michigan Rd - Lowes - 8400 N,51001,39.908604,-86.221449
-86.219937999972,39.9056179998164,9162,Michigan Rd & Double Tree Blvd,51002,39.905618,-86.219938
-86.2188829997209,39.9033119999395,9163,Michigan Rd & Talavera Dr,51003,39.903312,-86.218883
-86.21693700014,39.8993489998556,9164,Michigan Rd - 8000 N,51004,39.899349,-86.216937
-86.2154290000097,39.8962099999967,9165,Michigan Rd - 7800 N,51006,39.89621,-86.215429
-86.2140490004769,39.8934110002346,9166,Michigan Rd - 7700 N,51007,39.893411,-86.214049
-86.2123749997346,39.889931999957,9167,Michigan Rd & 76th St,51008,39.889932,-86.212375
-86.2113750005178,39.8878699995616,9168,Michigan Rd & Hiland Dr,51009,39.88787,-86.211375
-86.2080110003864,39.8851759997594,9169,Westlane Rd & Michigan Rd,51010,39.885176,-86.208011
-86.2031160001419,39.8857649998219,9170,Township Line Rd & Westlane Rd,51011,39.885765,-86.203116
-86.2031059997607,39.8844549996847,9171,Township Line Rd & Camwood Dr,51012,39.884455,-86.203106
-86.2031009996665,39.8825330002272,9172,Township Line Rd & Stockbridge Dr,51013,39.882533,-86.203101
-86.2052060003873,39.8796280003545,9173,Township Line Rd & 69th St,51014,39.879628,-86.205206
-86.2062049997362,39.8771189996031,9174,Michigan Rd & 66th St,51016,39.877119,-86.206205
-86.2047200004854,39.8740209997822,9175,Michigan Rd & Coil St,51018,39.874021,-86.20472
-86.2034889999529,39.871481999939,9176,Michigan Rd & 64th St,51020,39.871482,-86.203489
-86.2023369996171,39.8690909998173,9177,Michigan Rd & 63rd St,51022,39.869091,-86.202337
-86.2017029995469,39.8677239997365,9178,Michigan Rd & 62nd St,51023,39.867724,-86.201703
-86.2003869999216,39.8650939996594,9179,Michigan Rd & Fox Hill Ct,51024,39.865094,-86.200387
-86.1997849994987,39.8637880003691,9180,Michigan Rd & 61st St,51025,39.863788,-86.199785
-86.1989120004918,39.8619770003944,9181,Michigan Rd & 60th St,51026,39.861977,-86.198912
-86.1975770001015,39.8592569995959,9182,Michigan Rd & 58th St,51028,39.859257,-86.197577
-86.1964619999735,39.8569100003138,9183,Michigan Rd & 57th St,51029,39.85691,-86.196462
-86.1954730005846,39.8548579998939,9184,Michigan Rd & Kessler Blvd W Dr,51030,39.854858,-86.195473
-86.1936499997157,39.8511989998143,9185,Michigan Rd & Oles Dr,51031,39.851199,-86.19365
-86.1923109994891,39.8484079997834,9186,Michigan Rd & 53rd St,51032,39.848408,-86.192311
-86.1912149999483,39.8461529998503,9187,Michigan Rd & Woodside Dr,51033,39.846153,-86.191215
-86.1904700005046,39.8446269996211,9188,Michigan Rd & 51st St,51034,39.844627,-86.19047
-86.1895199997214,39.842455000117,9189,Michigan Rd - 4750 N,51035,39.842455,-86.18952
-86.1833790003914,39.8298949996876,9190,Michigan Rd & 42nd St,51036,39.829895,-86.183379
-86.1813629995449,39.8255009997093,9191,Michigan Rd & 38th St,51037,39.825501,-86.181363
-86.1793719996571,39.8215590000398,9192,MLK St & Golden Hill Dr,51038,39.821559,-86.179372
-86.1784309996184,39.819576000193,9193,MLK St - 3700 N,51039,39.819576,-86.178431
-86.1775419995693,39.8177129999939,9194,MLK St & Crescent Ave,51040,39.817713,-86.177542
-86.1764640003493,39.8154089998504,9195,MLK St & 34th St,51042,39.815409,-86.176464
-86.1758709995554,39.8141940000109,9196,MLK St & 33rd St,51043,39.814194,-86.175871
-86.1738399997066,39.8099179997273,9197,MLK St & 30th St,51044,39.809918,-86.17384
-86.1731380005557,39.8084510003811,9198,MLK St & 29th St,51045,39.808451,-86.173138
-86.1723499994774,39.8068209997752,9199,MLK St & 28th St,51046,39.806821,-86.17235
-86.1716299999034,39.805297000339,9200,MLK St & 27th St,51047,39.805297,-86.17163
-86.1705990004821,39.8029900001493,9201,MLK St & 25th St,51049,39.80299,-86.170599
-86.1701190004773,39.8011669999851,9202,MLK St & 24th St,51050,39.801167,-86.170119
-86.1696429999192,39.7993189996595,9203,MLK St & 23rd St,51051,39.799319,-86.169643
-86.1694470001138,39.7982269996068,9204,MLK St & Fall Creek Blvd,51052,39.798227,-86.169447
-86.1690020001982,39.7953380001197,9205,MLK St & 21st St,51053,39.795338,-86.169002
-86.168570999602,39.7933000000675,9206,MLK St - 2000 N,51054,39.7933,-86.168571
-86.1685070000003,39.7899429999164,9207,MLK St & 17th St,51055,39.789943,-86.168507
-86.1685230003515,39.7886550001358,9208,MLK St & 16th St,51056,39.788655,-86.168523
-86.1684919999055,39.7858309996196,9209,MLK St & Ransom St,51057,39.785831,-86.168492
-86.168470000319,39.7843019996871,9210,MLK St & Drake St,51058,39.784302,-86.16847
-86.1684760005825,39.7832089998654,9211,MLK St & 12th St,51059,39.783209,-86.168476
-86.168427999647,39.7812420003631,9212,MLK St & 10th St,51060,39.781242,-86.168428
-86.1679960004092,39.7795970001569,9213,MLK St & 09th St,51061,39.779597,-86.167996
-86.1674719996544,39.777648999561,9214,MLK St & Saint Clair Ct,51062,39.777649,-86.167472
-86.2104579999743,39.8859440002028,9215,Michigan Rd & Westlane Rd,51064,39.885944,-86.210458
-86.186400000491,39.8362449996252,9216,Michigan Rd & International School,51065,39.836245,-86.1864
-86.1859439996465,39.8357449997056,9217,Michigan Rd & International School,51066,39.835745,-86.185944
-86.1508780004049,39.7711390000143,9218,New York St & New Jersey St,51101,39.771139,-86.150878
-86.1485799999643,39.7710849999395,9219,New York St & East St,51102,39.771085,-86.14858
-86.1457540000307,39.7710009996964,9220,New York St & College Ave,51103,39.771001,-86.145754
-86.1436519998657,39.7709649998766,9221,New York St & Davidson St,51104,39.770965,-86.143652
