X,Y,OBJECTID,DESCRIPTION,IDENTIFIER,LATITUDE,LONGITUDE
-86.2559329998796,39.816912999979,8083,Moller Rd & 34th St,12044,39.816913,-86.255933
-86.2560349996276,39.8200390000197,8084,Moller Rd & Dunk Dr,12045,39.820039,-86.256035
-86.2560650004051,39.8219640003286,8085,Moller Rd & Ruskin Pl W,12046,39.821964,-86.256065
-86.2561130001787,39.82504899964,8086,Moller Rd & Shopping Center Dr,12047,39.825049,-86.256113
-86.2561310003079,39.8267759995601,8087,Moller Rd - Meijer - 3912 N,12048,39.826776,-86.256131
-86.2552670004068,39.830073000162,8088,Moller Way & Moller Rd,12049,39.830073,-86.255267
-86.2562940004621,39.8329920001129,8089,Moller Rd & 43rd St,12051,39.832992,-86.256294
-86.2549260004513,39.8294479998606,8090,Moller Way & Pike Plaza Rd,12058,39.829448,-86.254926
-86.2562600000626,39.8268139998659,8091,Moller Rd - Meijer - 3916 N,12059,39.826814,-86.25626
-86.2562660001538,39.8233739996162,8092,Moller Rd & 38th St,12061,39.823374,-86.256266
-86.2561829995984,39.8215870003779,8093,Moller Rd & Ruskin Pl W,12062,39.821587,-86.256183
-86.2561570001784,39.8202559999813,8094,Moller Rd & Dunk Dr,12063,39.820256,-86.256157
-86.2561190002313,39.8162179998062,8095,Moller Rd & 34th St,12064,39.816218,-86.256119
-86.2560239997421,39.8133690003796,8096,Moller Rd & 32nd St,12065,39.813369,-86.256024
-86.2559660000144,39.8107279998344,8097,Moller Rd & Patricia St,12066,39.810728,-86.255966
-86.2558659996834,39.807779999555,8098,Moller Rd & 29th St,12067,39.80778,-86.255866
-86.2558099995707,39.8054170001746,8099,Moller Rd & Beauport Rd,12068,39.805417,-86.25581
-86.2584620002354,39.8037589999403,8100,Meadowwood Dr & Private Dr,12069,39.803759,-86.258462
-86.2645409995057,39.8042130004443,8101,Meadowood Dr & Parkwood Dr,12070,39.804213,-86.264541
-86.2648780000804,39.8035890003207,8102,Parkwood Dr & Schoolwood Dr,12071,39.803589,-86.264878
-86.2648440004833,39.8018130002554,8103,Parkwood Dr & 25th St,12072,39.801813,-86.264844
-86.2576929998616,39.7967100001676,8104,22nd St & Shopping Center Dr - Kohl's,12073,39.79671,-86.257693
-86.2557650004181,39.795965000156,8105,22nd St & Hermitage Way,12074,39.795965,-86.255765
-86.2531499999514,39.7965139996583,8106,22nd St & Fair Oaks Dr,12075,39.796514,-86.25315
-86.2511499997021,39.7965460002959,8107,22nd St & Lynhurst Dr,12076,39.796546,-86.25115
-86.2443969995925,39.7872999999188,8108,16th St & Auburn St,12082,39.7873,-86.244397
-86.2415750001004,39.7873469998513,8109,16th St & Main St,12083,39.787347,-86.241575
-86.2382050000832,39.7873609997376,8110,16th St & Georgetown Rd,12084,39.787361,-86.238205
-86.2345090002798,39.7874230001247,8111,16th St & Polco St,12085,39.787423,-86.234509
-86.2325699998908,39.7874520001201,8112,4500 W 16th St - Indy Motor Speedway,12086,39.787452,-86.23257
-86.2272290000782,39.7875440001489,8113,16th St & Olin Ave,12087,39.787544,-86.227229
-86.2238809995419,39.7875930004361,8114,16th St & Livingston Ave,12088,39.787593,-86.223881
-86.2208820004501,39.7876510001084,8115,16th St & Rochester Ave,12090,39.787651,-86.220882
-86.2186759997722,39.7876970000354,8116,16th St & Berwick Ave,12091,39.787697,-86.218676
-86.2160359996088,39.787737000057,8117,16th St & Tibbs Ave,12092,39.787737,-86.216036
-86.2137729995996,39.787786000222,8118,16th St & Centennial St,12093,39.787786,-86.213773
-86.2111930000541,39.7878119997816,8119,16th St & Concord Ct,12094,39.787812,-86.211193
-86.208538999707,39.7878410003755,8120,16th St & Sharon Ave,12095,39.787841,-86.208539
-86.2064499995233,39.7878539998566,8121,16th St & Warman Ave,12096,39.787854,-86.20645
-86.2048560005837,39.7878800002792,8122,16th St & Holmes Ave,12097,39.78788,-86.204856
-86.2031129997789,39.7878969998209,8123,16th St & Belleview Pl,12098,39.787897,-86.203113
-86.2010379995184,39.7879280001936,8124,16th St & Tremont St,12099,39.787928,-86.201038
-86.1936890003454,39.789167000151,8125,16th St & Private Dr,12100,39.789167,-86.193689
-86.1911760005158,39.7891289996093,8126,16th St & Riverside Dr E,12101,39.789129,-86.191176
-86.1876320004877,39.7890740000888,8127,16th St & Harding St,12102,39.789074,-86.187632
-86.1840270001945,39.7886449999467,8128,16th St & Indiana Ave,12103,39.788645,-86.184027
-86.1816970001388,39.7886639996647,8129,16th St & Gent Ave,12104,39.788664,-86.181697
-86.1799210001582,39.7886800002471,8130,16th St & Montcalm St,12105,39.78868,-86.179921
-86.1761950005664,39.7886660001074,8131,16th St & Aqueduct St,12106,39.788666,-86.176195
-86.1722880000757,39.7881749997359,8132,16th St & Fall Creek Pkwy E Dr,12107,39.788175,-86.172288
-86.1690250000985,39.788208000131,8133,16th St & MLK St,12108,39.788208,-86.169025
-86.1659079996725,39.7882960002554,8134,16th St & Missouri St,12109,39.788296,-86.165908
-86.1633890003334,39.7883179995902,8135,16th St & Senate Ave,12110,39.788318,-86.163389
-86.1689370004939,39.788356999899,8136,16th St & MLK St,12112,39.788357,-86.168937
-86.2563080005365,39.8358210003749,8137,Moller Rd & Renn Rd,12113,39.835821,-86.256308
-86.2564780005823,39.8356880002653,8138,Moller Rd & Renn Rd,12114,39.835688,-86.256478
-86.2445529999731,39.8370570003563,8139,Walmart Lafayette Rd,12115,39.837057,-86.244553
-86.2509699996522,39.7949349996255,8140,Lynhurst Dr & 21st St,12116,39.794935,-86.25097
-86.2509340002434,39.7928050003837,8141,Lynhurst Dr & 20th St,12117,39.792805,-86.250934
-86.2508999998788,39.7912919997634,8142,Lynhurst Dr & Speedway Dr,12118,39.791292,-86.2509
-86.2508419994488,39.7882449999812,8143,Lynhurst Dr & 16th St,12119,39.788245,-86.250842
-86.2506809996995,39.7877490000491,8144,Lynhurst Dr & 16th St,12120,39.787749,-86.250681
-86.2507230001398,39.79108499985,8145,Lynhurst Dr & Speedway Ave,12121,39.791085,-86.250723
-86.2507589995406,39.7931899997996,8146,Lynhurst Dr & 21st St,12122,39.79319,-86.250759
-86.2612620003971,39.7986849996221,8147,Woolco Ln & Shopping Center Dr - Kroger,12124,39.798685,-86.261262
-86.2560149994873,39.8035409999511,8148,Meadowood Dr & Moller Rd,12125,39.803541,-86.256015
-86.2559089997619,39.8036670000774,8149,Moller Rd & Meadowood Dr,12126,39.803667,-86.255909
-86.2563730000054,39.8316740003267,8150,Moller Rd & 42nd St,12127,39.831674,-86.256373
-86.1720849999019,39.8055970000825,8151,27th St & MLK St,12200,39.805597,-86.172085
-86.1756260003691,39.8055759996661,8152,27th St & Annette St,12202,39.805576,-86.175626
-86.177953999656,39.8055719997203,8153,27th St & Rader St,12203,39.805572,-86.177954
-86.180061000358,39.8055569998409,8154,27th St & Clifton St,12204,39.805557,-86.180061
-86.1804220000617,39.8072190003221,8155,Clifton St & Udell St,12205,39.807219,-86.180422
-86.2023159998025,39.8099669996152,8156,30th St & Cold Spring Rd,12206,39.809967,-86.202316
-86.2047360004616,39.8099170000435,8157,30th St & Tyrone Dr,12207,39.809917,-86.204736
-86.2071349999758,39.8098999998261,8158,30th St & Warman Ave,12208,39.8099,-86.207135
-86.2095949995761,39.8098590003347,8159,30th St & Medford Ave,12209,39.809859,-86.209595
-86.2119189994578,39.8098450000627,8160,30th St & Kessler Blvd N Dr,12210,39.809845,-86.211919
-86.2159800000403,39.8098150000137,8161,30th St & Tibbs Ave,12212,39.809815,-86.21598
-86.2174110005827,39.8097780000267,8162,30th St & Alton Ave,12213,39.809778,-86.217411
-86.2195710000255,39.8097459997964,8163,30th St & Guion Rd,12214,39.809746,-86.219571
-86.2224399995471,39.8097099999451,8164,30th St & Merchants Dr,12216,39.80971,-86.22244
-86.2276399999417,39.8096189996288,8165,30th St & Eagledale Dr,12217,39.809619,-86.22764
-86.2319320004164,39.8095570004412,8166,30th St & Falcon Dr,12218,39.809557,-86.231932
-86.2353950002659,39.8095049999933,8167,30th St & Mussman Dr,12220,39.809505,-86.235395
-86.2374169997148,39.8094729998202,8168,30th St & Midvale Dr,12221,39.809473,-86.237417
-86.2396379999266,39.8094539999693,8169,30th St & Georgetown Rd,12222,39.809454,-86.239638
-86.2398570004428,39.8109600001397,8170,Georgetown Rd & Patricia St,12223,39.81096,-86.239857
-86.2398890001713,39.8131169999024,8171,Georgetown Rd & Thrush Dr,12224,39.813117,-86.239889
-86.2399150003591,39.815448000236,8172,Georgetown Rd - 3335 N,12225,39.815448,-86.239915
-86.2403249997479,39.8167359997521,8173,34th St & Georgetown Rd,12226,39.816736,-86.240325
-86.2440909995211,39.8166680000638,8174,34th St & Auburn Rd,12227,39.816668,-86.244091
-86.2463010002386,39.8166540003942,8175,34th St & Winton Ave,12228,39.816654,-86.246301
-86.2482659996686,39.816628000266,8176,34th St & Allison Ave,12229,39.816628,-86.248266
-86.2505800002186,39.8166080000198,8177,34th St & Watergate Rd,12230,39.816608,-86.25058
-86.2531279999458,39.816569999734,8178,34th St & Ashley Ln,12231,39.81657,-86.253128
-86.255779999657,39.8165490001776,8179,34th St & Moller Rd,12232,39.816549,-86.25578
-86.2574430003604,39.8165049996787,8180,34th St & Scarlet Ct,12234,39.816505,-86.257443
-86.2624190004728,39.8164239998297,8181,34th St & Patton Dr,12235,39.816424,-86.262419
-86.2658709998717,39.8163650002839,8182,34th St & Faculty Dr,12236,39.816365,-86.265871
-86.269892999455,39.8163139998408,8183,34th St & High School Rd,12237,39.816314,-86.269893
-86.2721140004435,39.8162420002996,8184,34th St & Lupine Terrace,12238,39.816242,-86.272114
-86.2786279998191,39.8161369997049,8185,34th St & Live Oak Rd,12239,39.816137,-86.278628
-86.2803399998512,39.8160889999687,8186,34th St & Eagle Creek Pkwy,12240,39.816089,-86.28034
-86.2852590004782,39.8160059999057,8187,34th St & Heather Ridge Dr,12241,39.816006,-86.285259
-86.2875630003697,39.8164740004382,8188,Bayhead Dr & 34th St,12242,39.816474,-86.287563
-86.2875300002185,39.819153000327,8189,Bayhead Dr & Causeway Dr,12243,39.819153,-86.28753
-86.2875440002766,39.8218540002927,8190,Bayhead Dr & Hatteras Ln,12245,39.821854,-86.287544
-86.2854410000792,39.8311770001069,8191,Eagle Creek Pkwy & Inland Dr,12246,39.831177,-86.285441
-86.2867510004944,39.8331110001169,8192,Eagle Creek Pkwy E Dr & Eagle Bay N Dr,12247,39.833111,-86.286751
-86.286945000134,39.8360450002779,8193,Eagle Creek Pkwy & Village Pkwy Cir E,12248,39.836045,-86.286945
-86.2838709999375,39.8379669998737,8194,46th St & Private Dr,12249,39.837967,-86.283871
-86.2794850002406,39.8380469995715,8195,46th St & Inland Dr,12250,39.838047,-86.279485
-86.2724630004527,39.8381529997618,8196,46th St & Mission Dr,12251,39.838153,-86.272463
-86.2706909996577,39.8362680001862,8197,High School Rd & Wixshire Dr,12252,39.836268,-86.270691
-86.2706139995003,39.8336059996174,8198,High School Rd & Wedgewood Way,12254,39.833606,-86.270614
-86.2705799995298,39.8320599996914,8199,High School Rd & Commons Dr,12255,39.83206,-86.27058
-86.2705230001277,39.8297189999096,8200,High School Rd - 4140 N,12256,39.829719,-86.270523
-86.270483000358,39.8278990001709,8201,High School Rd & Gateway Dr,12257,39.827899,-86.270483
-86.2703500005674,39.8290439996346,8202,High SChool Rd & Gateway Dr,12258,39.829044,-86.27035
-86.2704340003751,39.8321099999614,8203,High School Rd & Commons Dr,12259,39.83211,-86.270434
-86.2704579995926,39.8336039997294,8204,High School Rd & Wedgewood Way,12260,39.833604,-86.270458
-86.2705329995385,39.8356919998163,8205,High School Rd & Wixshire Dr,12261,39.835692,-86.270533
-86.2720190001101,39.8382679997619,8206,46th St & Mission Dr,12262,39.838268,-86.272019
-86.2806850004898,39.8380960004255,8207,46th St & Owls Nest Dr,12263,39.838096,-86.280685
-86.2837609999871,39.838027999906,8208,46th St & Eagles Watch Dr,12264,39.838028,-86.283761
-86.2871060002717,39.8365139997036,8209,Eagle Creek Pkwy E Dr & Village Pkwy Dr,12265,39.836514,-86.287106
-86.2867699994702,39.8327869999693,8210,Eagle Creek Pkwy & Eagle Bay N Dr,12266,39.832787,-86.28677
-86.2857739999332,39.8314119998749,8211,Eagle Creek Pkwy & Eagle Bay S Dr,12267,39.831412,-86.285774
-86.2845460003789,39.829866999901,8212,Eagle Creek Pkwy & Eagle Cove Dr,12268,39.829867,-86.284546
-86.2834079999216,39.8236500003874,8213,Eagle Creek Pkwy & 38th St,12269,39.82365,-86.283408
-86.2876460003046,39.8221720000367,8214,Bayhead Dr & Hyannis Port Dr,12270,39.822172,-86.287646
-86.2874240005645,39.8204629999398,8215,Bayhead Dr & Wharfside Ln,12271,39.820463,-86.287424
-86.2877269998159,39.8189219998859,8216,Bayhead Dr & Causeway Dr,12272,39.818922,-86.287727
-86.2876670004471,39.8165660002089,8217,Bayhead Dr & Hickory Ln,12273,39.816566,-86.287667
-86.2857209999637,39.8159150000911,8218,34th St & Heather Ridge Dr,12274,39.815915,-86.285721
-86.2788660005237,39.8160419998101,8219,34th St & Live Oak Rd,12275,39.816042,-86.278866
-86.2722240003987,39.8161589996776,8220,34th St & Lupine Terrace,12276,39.816159,-86.272224
-86.2693839997084,39.8162289999457,8221,34th St & High School Rd,12277,39.816229,-86.269384
-86.266209000439,39.8162890003337,8222,34th St & Faculty Dr,12278,39.816289,-86.266209
-86.262698999529,39.8163290002362,8223,34th St & Patton Dr,12279,39.816329,-86.262699
-86.2576019999624,39.8164099997314,8224,34th St & Moller Rd,12281,39.81641,-86.257602
-86.2553740004883,39.8164440000251,8225,34th St & Moller Rd,12282,39.816444,-86.255374
-86.2530889999988,39.8164879999,8226,34th St & Ashley Ln,12283,39.816488,-86.253089
-86.2504969997971,39.8165229999373,8227,34th St & Watergate Rd,12284,39.816523,-86.250497
-86.2461230004454,39.8165859999165,8228,34th St & Winton Ave,12286,39.816586,-86.246123
-86.2438300002156,39.8166009999294,8229,34th St & Auburn Rd,12287,39.816601,-86.24383
-86.2401810003886,39.8166099998972,8230,34th St & Georgetown Rd,12288,39.81661,-86.240181
-86.2400409994448,39.8155869996176,8231,Georgetown Rd & 34th St,12289,39.815587,-86.240041
-86.239990999981,39.8133580000608,8232,Georgetown Rd & Thrush Dr,12290,39.813358,-86.239991
-86.2399579998769,39.811194999689,8233,Georgetown Rd & Patricia St,12291,39.811195,-86.239958
-86.2377860003155,39.809358000372,8234,30th St & Midvale Dr,12293,39.809358,-86.237786
-86.2357889997101,39.8093759996019,8235,30th St & Mildred Dr,12294,39.809376,-86.235789
-86.2334189999914,39.8094150000675,8236,30th St & Patricia St,12295,39.809415,-86.233419
-86.2318279995972,39.8094449996295,8237,30th St & Falcon Dr,12296,39.809445,-86.231828
-86.2280840004855,39.809485000158,8238,30th St & Eagledale Dr,12298,39.809485,-86.228084
-86.2228840003256,39.8095759996362,8239,30th St & Merchants Dr,12299,39.809576,-86.222884
-86.2196409996509,39.8095919998563,8240,30th St & Lafayette Rd,12300,39.809592,-86.219641
-86.2178650004823,39.8096359995947,8241,30th St & Alton Ave,12301,39.809636,-86.217865
-86.2163489995923,39.8096570003323,8242,30th St & Tibbs Ave,12302,39.809657,-86.216349
-86.2134770003026,39.8096899995689,8243,30th St & Centennial St,12304,39.80969,-86.213477
-86.2113980004171,39.8096939995852,8244,30th St & Kessler Blvd N Dr,12305,39.809694,-86.211398
-86.207458000222,39.8097530002615,8245,30th St & Warman Ave,12306,39.809753,-86.207458
-86.2049699996164,39.8097869996554,8246,30th St & Tyrone Dr,12307,39.809787,-86.20497
-86.1805090002008,39.8079160002428,8247,Clifton St & 29th St,12309,39.807916,-86.180509
-86.1799719999851,39.8055189996594,8248,27th St & Clifton Sr,12311,39.805519,-86.179972
-86.1782239999056,39.8055319996804,8249,27th St & Rader St,12312,39.805532,-86.178224
-86.1758960001506,39.805530999998,8250,27th St & Annette St,12313,39.805531,-86.175896
-86.1734509998462,39.8055390003464,8251,27th St & Franklin Pl,12314,39.805539,-86.173451
-86.2700819996379,39.6940580001355,8252,Kentucky Ave & High School Rd,12350,39.694058,-86.270082
-86.284988000381,39.6902599999823,8253,Gatwick Dr & Decatur Blvd,12351,39.69026,-86.284988
-86.2898609997423,39.6887809996646,8254,Ameriplex & Tempelhof Dr,12352,39.688781,-86.289861
-86.2915040001177,39.6874519995718,8255,Private Dr - Ameriplex & Tempelhof Dr,12353,39.687452,-86.291504
-86.2703219996208,39.6933729995615,8256,Kentucky Ave & High School Rd,12355,39.693373,-86.270322
-86.2385909999258,39.7135110000472,8257,Mann Rd & Mooresville Rd,12356,39.713511,-86.238591
-86.2392309997475,39.7118119998192,8258,Mann Rd & Kentucky Ave - Marsh,12357,39.711812,-86.239231
-86.2385240004821,39.713195999758,8259,Mann Rd & Mooresville Rd,12358,39.713196,-86.238524
-86.2503780005074,39.7097379997568,8260,Lynhurst Dr & Kentucky Ave,12359,39.709738,-86.250378
-86.2502800000961,39.7141119997641,8261,Lynhurst Dr & Sumner Ave,12360,39.714112,-86.25028
-86.2503050003538,39.7187510001667,8262,Lynhurst Dr & Seerley Creek Rd,12361,39.718751,-86.250305
-86.2489880004705,39.7202600002689,8263,Troy Ave & Lynhurst Dr,12362,39.72026,-86.248988
-86.2423099998368,39.7204800001273,8264,Troy Ave & Skyline Dr,12363,39.72048,-86.24231
-86.2388819996823,39.7203369999498,8265,Troy Ave & Denison St,12364,39.720337,-86.238882
-86.2359940002548,39.7202529999903,8266,Troy Ave & Taft Ave,12365,39.720253,-86.235994
-86.2337090001888,39.7202480001218,8267,Troy Ave & Lyons Ave,12366,39.720248,-86.233709
-86.2305139997408,39.7203759998676,8268,Troy Ave & Collier St,12367,39.720376,-86.230514
-86.2284240005648,39.7204539998521,8269,Troy Ave & Mars Hill St,12368,39.720454,-86.228424
-86.2264660004755,39.7205520001644,8270,Troy Ave & Mc Clure St,12370,39.720552,-86.226466
-86.2251490003739,39.722537000425,8271,Holt Rd & Berwyn St,12371,39.722537,-86.225149
-86.2251630001195,39.724241999583,8272,Holt Rd & Farnsworth St,12372,39.724242,-86.225163
-86.2251619999849,39.7264139998153,8273,Holt Rd & Gadsden St,12373,39.726414,-86.225162
-86.2251739999691,39.7282559997692,8274,Holt Rd & Southern Ave,12374,39.728256,-86.225174
-86.2252139995404,39.7315170002971,8275,Holt Rd & Bradbury Ave,12375,39.731517,-86.225214
-86.2252310003227,39.7345260002281,8276,Holt Rd & Sam Jones Expressway,12376,39.734526,-86.225231
-86.2252069998745,39.7433989998989,8277,Holt Rd & Minnesota St,12377,39.743399,-86.225207
-86.2251919995926,39.7495259997212,8278,Holt Rd & Morris St,12378,39.749526,-86.225192
-86.2228840005137,39.7499680004389,8279,Morris St - 3740 W,12379,39.749968,-86.222884
-86.2198090004278,39.7500489999512,8280,Morris St & Berwick Ave,12381,39.750049,-86.219809
-86.2176470000092,39.7501080002744,8281,Morris St & Alton Ave,12382,39.750108,-86.217647
-86.2141799997369,39.7502319997597,8282,Morris St & Centennial St,12384,39.750232,-86.21418
-86.2118690002876,39.7503389998492,8283,Morris St - 3100 W,12385,39.750339,-86.211869
-86.2103260000237,39.7503930003141,8284,Morris St - 3023 W,12386,39.750393,-86.210326
-86.2089609995398,39.7504540000579,8285,Morris St - 2920 W,12387,39.750454,-86.208961
-86.2058780005738,39.7505870002399,8286,Morris St & Warman Ave,12388,39.750587,-86.205878
-86.2044630003911,39.750652999801,8287,Morris St & Bedford St,12389,39.750653,-86.204463
-86.1996419997289,39.7508710000088,8288,Morris St & Pershing Ave,12390,39.750871,-86.199642
-86.1957600003323,39.7509869996958,8289,Morris St & Hiatt St,12391,39.750987,-86.19576
-86.1933350000171,39.7510890003361,8290,Morris St & Shepard St,12392,39.751089,-86.193335
-86.1915640002285,39.7511409998978,8291,Morris St & Richland St,12393,39.751141,-86.191564
-86.188664999542,39.7510989998737,8292,Morris St & Blaine Ave,12394,39.751099,-86.188665
-86.1831609999251,39.7522739999708,8293,Division St & Morris St,12395,39.752274,-86.183161
-86.1832390002363,39.753695999685,8294,Division St & Standard Ave,12396,39.753696,-86.183239
-86.1828209999319,39.7567009996468,8295,Division St & McCarty Ct,12398,39.756701,-86.182821
-86.1828480001659,39.758422000133,8296,Division St & Oliver Ave,12399,39.758422,-86.182848
-86.1805190000614,39.7585609999785,8297,Oliver Ave & Marion Ave,12400,39.758561,-86.180519
-86.1788900001726,39.7585690000147,8298,Oliver Ave & Holly Ave,12401,39.758569,-86.17889
-86.1767699996059,39.7585059998433,8299,Oliver Ave & Drover St,12402,39.758506,-86.17677
-86.1755069999803,39.7584979999927,8300,Oliver Ave & White River Pkwy W Dr,12403,39.758498,-86.175507
-86.1717700001777,39.7582109999005,8301,Kentucky Ave & McCarty Ct,12404,39.758211,-86.17177
-86.1690250000415,39.7603779996871,8302,Kentucky Ave & Henry St,12405,39.760378,-86.169025
-86.1677059997325,39.7613710004027,8303,Kentucky Ave & West St,12406,39.761371,-86.167706
-86.1655000003,39.7622199997997,8304,Missouri St & South St,12407,39.76222,-86.1655
-86.163749000036,39.7656839999207,8305,Maryland St & Missouri St,12409,39.765684,-86.163749
-86.1684749999457,39.7610050001978,8306,Kentucky Ave & West St,12412,39.761005,-86.168475
-86.1697060005441,39.7600829999402,8307,Kentucky Ave & Henry St,12413,39.760083,-86.169706
-86.1720289994728,39.7581150001702,8308,Kentucky Ave & McCarty Ct,12414,39.758115,-86.172029
-86.1758810001336,39.7586169997585,8309,Oliver Ave & White River Pkwy W Dr,12415,39.758617,-86.175881
-86.1786659998946,39.758617000264,8310,Oliver Ave & Holly Ave,12417,39.758617,-86.178666
-86.1803139994716,39.7586640004396,8311,Oliver Ave & Marion Ave,12418,39.758664,-86.180314
-86.1829810003841,39.7581720001134,8312,Division St & Oliver Ave,12419,39.758172,-86.182981
-86.1828999994664,39.75687900032,8313,Division St & McCarty Ct,12420,39.756879,-86.1829
-86.1833440003763,39.7539259996804,8314,Division St & Stardard Ave,12422,39.753926,-86.183344
-86.1832650000281,39.7523199997392,8315,Division St & Morris St,12423,39.75232,-86.183265
-86.1884099999064,39.7512839998379,8316,Morris St & Blaine Ave,12424,39.751284,-86.18841
-86.1919089996858,39.7511890002184,8317,Morris St & Lee St,12425,39.751189,-86.191909
-86.194253000335,39.7511309995532,8318,Morris St & Kappes St,12426,39.751131,-86.194253
-86.1965319996294,39.7510689997787,8319,Morris St & Belmont Ave,12427,39.751069,-86.196532
-86.1993370005164,39.7509460001448,8320,Morris St & Pershing Ave,12428,39.750946,-86.199337
-86.2011930001814,39.7508739998608,8321,Morris St & Tremont St,12429,39.750874,-86.201193
-86.2038670000707,39.7507579995823,8322,Morris St & Bedford St,12430,39.750758,-86.203867
-86.2063129996218,39.7506670001887,8323,Morris St & Warman Ave,12431,39.750667,-86.206313
-86.2085949997381,39.7505740003885,8324,Morris St - 2920 W,12432,39.750574,-86.208595
-86.2109240000289,39.7504639998077,8325,Morris St - 3120 W,12433,39.750464,-86.210924
-86.2142660000249,39.7503299998272,8326,Morris St & Centennial St,12435,39.75033,-86.214266
-86.2175659998188,39.7501939998926,8327,Morris St & Alton Ave,12436,39.750194,-86.217566
-86.2229170000858,39.7500480002312,8328,Morris St - 3750 W,12437,39.750048,-86.222917
-86.2253899999816,39.7493550000275,8329,Holt Rd & Morris St,12438,39.749355,-86.22539
-86.2253200003653,39.7459239998476,8330,Holt Rd - 1400 S,12439,39.745924,-86.22532
-86.2253559999919,39.7429279997768,8331,Holt Rd & Minnesota St,12440,39.742928,-86.225356
-86.2253689997498,39.7348900003812,8332,Holt Rd & Sam Jones Expressway,12441,39.73489,-86.225369
-86.2252939996719,39.7313269997669,8333,Holt Rd & Bradbury Ave,12442,39.731327,-86.225294
-86.225270999558,39.7297949999048,8334,Holt Rd & Ironton St,12443,39.729795,-86.225271
-86.2252610003694,39.7280249996523,8335,Holt Rd & Southern Ave,12444,39.728025,-86.225261
-86.2252499997331,39.7262240003082,8336,Holt Rd & Gadsden St,12445,39.726224,-86.22525
-86.2252239997746,39.7239559997907,8337,Holt Rd & Farnsworth St,12446,39.723956,-86.225224
-86.2252110005289,39.7227459998171,8338,Holt Rd & Berwyn St,12447,39.722746,-86.225211
-86.2261570001721,39.7205969999999,8339,Troy Ave & Mc Clure St,12448,39.720597,-86.226157
-86.2283919997224,39.7205040004297,8340,Troy Ave & Mars Hill St,12449,39.720504,-86.228392
-86.2308910001857,39.7204070000959,8341,Troy Ave & Collier St,12450,39.720407,-86.230891
-86.2331760001322,39.7203080001288,8342,Troy Ave & Lyons Ave,12451,39.720308,-86.233176
-86.2361649996194,39.720301000079,8343,Troy Ave & Taft Ave,12452,39.720301,-86.236165
-86.2391310001072,39.7204129998934,8344,Troy Ave & Westbrook Ave,12453,39.720413,-86.239131
-86.2420870001799,39.7205469997265,8345,Troy Ave & Skyline Dr,12454,39.720547,-86.242087
-86.2488220002455,39.7203539996251,8346,Troy Ave - 5200 W,12455,39.720354,-86.248822
-86.2503869998746,39.7183450003479,8347,Lynhurst Dr & Seerley Creek Rd,12456,39.718345,-86.250387
-86.2503640002433,39.7139689998074,8348,Lynhurst Dr & Sumner Ave,12457,39.713969,-86.250364
-86.2504510004415,39.7095760000183,8349,Lynhurst Dr & Kentucky Ave,12458,39.709576,-86.250451
-86.2460639997924,39.7204200000838,8350,Troy Ave & Seerley Creek Dr,12459,39.72042,-86.246064
-86.2172409999178,39.8014439998164,8351,Noble of Indiana - Tibbs Ave,12460,39.801444,-86.217241
-86.225347999713,39.7397549997123,8352,Holt Rd & Stout Field Entrance,12461,39.739755,-86.225348
-86.2252240001675,39.7398079999421,8353,Holt Rd & Stout Field Entrance,12462,39.739808,-86.225224
-86.3008770005218,39.6756919995531,8354,Ameriplex Pkwy & Decatur Blvd,12463,39.675692,-86.300877
-86.2927159997409,39.6803570002557,8355,Decatur Blvd & Heathrow Way,12464,39.680357,-86.292716
-86.2969769995933,39.6785189995951,8356,Decatur Blvd & Private Dr - Quaker Oats,12465,39.678519,-86.296977
-86.2831479995519,39.6879189998032,8357,Gatwick Dr & Vedder Dr,12466,39.687919,-86.283148
-86.1025559995216,39.7215940000339,8358,Main St & 18th Ave,12500,39.721594,-86.102556
-86.10291099997,39.7232230001773,8359,18th Ave & Albany St,12501,39.723223,-86.102911
-86.1016599995306,39.7250340000891,8360,17th Ave & Buffalo St,12502,39.725034,-86.10166
-86.1016869998546,39.7287349998923,8361,17th Ave & Detroit St,12503,39.728735,-86.101687
-86.1016979996223,39.731560000454,8362,Sherman Dr & Margaret,12504,39.73156,-86.101698
-86.1017150005475,39.7342580001482,8363,Sherman Dr & Woodcliff Dr,12505,39.734258,-86.101715
-86.1024150000873,39.7380769996334,8364,Raymond St & Sherman Dr,12506,39.738077,-86.102415
-86.1061050004488,39.7380250000607,8365,Raymond St & Bethel Ave,12507,39.738025,-86.106105
-86.1087790004367,39.7379759995607,8366,Raymond St & Hobart Rd,12508,39.737976,-86.108779
-86.1110370003092,39.737925999697,8367,Raymond St & Perkins Ave,12509,39.737926,-86.111037
-86.1143819995229,39.7378779996976,8368,Raymond St & Private Dr,12510,39.737878,-86.114382
-86.119349999648,39.7378340003726,8369,Raymond St & Churchman Ave,12511,39.737834,-86.11935
-86.1218280001189,39.7378160002934,8370,Raymond St & Keystone Ave,12512,39.737816,-86.121828
-86.1245409994305,39.7378019996555,8371,Raymond St & Private Dr,12514,39.737802,-86.124541
-86.1280680003319,39.7377750000363,8372,Raymond St & Dawson St,12516,39.737775,-86.128068
-86.1302230002486,39.7377609998128,8373,Raymond St & State Ave,12517,39.737761,-86.130223
-86.1324129999212,39.7377440000231,8374,Raymond St & Draper St,12518,39.737744,-86.132413
